x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.77 0.47 0.04 " " 0.769531 0.46875 0.044 " " 0.0 0.002 0.004 " " 0.2 0.4
0.233 0.241 0.055 " " 0.232031 0.24375 0.06 " " 0.001 0.002 0.005 " " 0.201 0.5
0.505 0.261 0.044 " " 0.50625 0.258594 0.044 " " 0.002 0.002 0.0 " " 0.202 0.0
0.712 0.771 0.031 " " 0.7125 0.76875 0.033 " " 0.001 0.002 0.002 " " 0.201 0.2
0.492 0.205 0.028 " " 0.491406 0.205469 0.031 " " 0.001 0.0 0.003 " " 0.001 0.3
0.588 0.5 0.025 " " 0.586719 0.498437 0.023 " " 0.002 0.002 0.002 " " 0.202 0.2
0.749 0.731 0.026 " " 0.75 0.732031 0.026 " " 0.001 0.001 0.0 " " 0.101 0.0
0.569 0.27 0.033 " " 0.570312 0.270312 0.036 " " 0.002 0.0 0.003 " " 0.002 0.3
0.642 0.184 0.036 " " 0.640625 0.182031 0.035 " " 0.002 0.002 0.001 " " 0.202 0.1
0.679 0.478 0.043 " " 0.677344 0.479688 0.041 " " 0.002 0.002 0.002 " " 0.202 0.2
0.611 0.146 0.032 " " 0.610937 0.146094 0.034 " " 0.0 0.0 0.002 " " 0.0 0.2
0.725 0.326 0.026 " " 0.724219 0.327344 0.023 " " 0.001 0.002 0.003 " " 0.201 0.3
0.774 0.546 0.038 " " 0.770312 0.544531 0.034 " " 0.004 0.002 0.004 " " 0.20400000000000001 0.4
0.012 0.313 0.023 " " 0.0140625 0.3125 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.706 0.287 0.032 " " 0.707031 0.2875 0.036 " " 0.001 0.001 0.004 " " 0.101 0.4
0.767 0.346 0.036 " " 0.767969 0.346094 0.029 " " 0.001 0.0 0.007 " " 0.001 0.7000000000000001
0.102 0.401 0.042 " " 0.1 0.402344 0.043 " " 0.002 0.002 0.001 " " 0.202 0.1
0.417 0.176 0.036 " " 0.417969 0.178125 0.041 " " 0.001 0.002 0.005 " " 0.201 0.5
0.126 0.117 0.035 " " 0.125781 0.117969 0.037 " " 0.0 0.001 0.002 " " 0.1 0.2
0.499 0.383 0.042 " " 0.503125 0.382031 0.038 " " 0.004 0.001 0.004 " " 0.10400000000000001 0.4
0.04 0.13 0.06 " " 0.0421875 0.135156 0.056 " " 0.002 0.005 0.004 " " 0.502 0.4
