x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.609 0.48 0.03 " " 0.610156 0.478125 0.031 " " 0.002 0.002 0.001 " " 0.202 0.1
0.589 0.526 0.039 " " 0.590625 0.528125 0.039 " " 0.002 0.002 0.0 " " 0.202 0.0
0.928 0.333 0.058 " " 0.927344 0.332031 0.061 " " 0.001 0.001 0.003 " " 0.101 0.3
0.44 0.139 0.028 " " 0.439844 0.140625 0.026 " " 0.0 0.002 0.002 " " 0.2 0.2
0.126 0.164 0.026 " " 0.127344 0.164062 0.026 " " 0.002 0.0 0.0 " " 0.002 0.0
0.224 0.577 0.037 " " 0.225 0.578906 0.038 " " 0.001 0.002 0.001 " " 0.201 0.1
0.023 0.22 0.045 " " 0.0242187 0.219531 0.044 " " 0.001 0.0 0.001 " " 0.001 0.1
0.158 0.752 0.026 " " 0.158594 0.753125 0.026 " " 0.001 0.001 0.0 " " 0.101 0.0
0.609 0.437 0.026 " " 0.609375 0.4375 0.022 " " 0.001 0.001 0.004 " " 0.101 0.4
0.289 0.588 0.046 " " 0.291406 0.585938 0.044 " " 0.002 0.002 0.002 " " 0.202 0.2
0.423 0.639 0.027 " " 0.423438 0.641406 0.03 " " 0.0 0.002 0.003 " " 0.2 0.3
0.433 0.595 0.031 " " 0.432813 0.595312 0.033 " " 0.0 0.001 0.002 " " 0.1 0.2
0.656 0.209 0.038 " " 0.653125 0.208594 0.038 " " 0.003 0.0 0.0 " " 0.003 0.0
0.422 0.065 0.028 " " 0.419531 0.0664062 0.025 " " 0.002 0.002 0.003 " " 0.202 0.3
0.377 0.385 0.028 " " 0.375781 0.386719 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.132 0.251 0.032 " " 0.130469 0.252344 0.031 " " 0.002 0.002 0.001 " " 0.202 0.1
0.207 0.46 0.033 " " 0.207031 0.460156 0.038 " " 0.0 0.0 0.005 " " 0.0 0.5
0.408 0.677 0.023 " " 0.407031 0.678125 0.024 " " 0.001 0.002 0.001 " " 0.201 0.1
0.473 0.696 0.036 " " 0.473437 0.697656 0.034 " " 0.001 0.002 0.002 " " 0.201 0.2
0.139 0.791 0.022 " " 0.134375 0.785937 0.022 " " 0.004 0.005 0.0 " " 0.504 0.0
0.189 0.53 0.031 " " 0.1875 0.530469 0.033 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.448 0.755 0.029 " " 0.449219 0.755469 0.031 " " 0.001 0.001 0.002 " " 0.101 0.2
0.539 0.073 0.031 " " 0.540625 0.071875 0.032 " " 0.002 0.002 0.001 " " 0.202 0.1
0.804 0.181 0.035 " " 0.807031 0.180469 0.035 " " 0.003 0.001 0.0 " " 0.10300000000000001 0.0
0.612 0.386 0.034 " " 0.611719 0.384375 0.034 " " 0.0 0.002 0.0 " " 0.2 0.0
0.825 0.268 0.03 " " 0.823438 0.269531 0.027 " " 0.002 0.002 0.003 " " 0.202 0.3
0.019 0.1 0.025 " " 0.0179687 0.103906 0.024 " " 0.001 0.004 0.001 " " 0.401 0.1
0.711 0.026 0.035 " " 0.711719 0.0273438 0.031 " " 0.001 0.002 0.004 " " 0.201 0.4
0.134 0.625 0.027 " " 0.135937 0.623438 0.024 " " 0.002 0.002 0.003 " " 0.202 0.3
0.808 0.627 0.03 " " 0.804688 0.627344 0.031 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.455 0.225 0.032 " " 0.457031 0.225781 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.283 0.782 0.027 " " 0.283594 0.784375 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.788 0.558 0.035 " " 0.7875 0.555469 0.038 " " 0.001 0.002 0.003 " " 0.201 0.3
0.558 0.149 0.035 " " 0.558594 0.152344 0.037 " " 0.001 0.003 0.002 " " 0.301 0.2
0.539 0.589 0.056 " " 0.539062 0.591406 0.059 " " 0.0 0.002 0.003 " " 0.2 0.3
0.138 0.584 0.027 " " 0.138281 0.583594 0.03 " " 0.001 0.001 0.003 " " 0.101 0.3
0.199 0.413 0.025 " " 0.2 0.415625 0.024 " " 0.001 0.002 0.001 " " 0.201 0.1
0.509 0.747 0.029 " " 0.507812 0.745313 0.027 " " 0.002 0.002 0.002 " " 0.202 0.2
0.533 0.341 0.028 " " 0.533594 0.341406 0.032 " " 0.001 0.0 0.004 " " 0.001 0.4
0.605 0.131 0.044 " " 0.604688 0.130469 0.038 " " 0.001 0.001 0.006 " " 0.101 0.6
0.505 0.317 0.034 " " 0.504687 0.317187 0.04 " " 0.0 0.0 0.006 " " 0.0 0.6
0.689 0.237 0.026 " " 0.689844 0.233594 0.023 " " 0.001 0.004 0.003 " " 0.401 0.3
0.57 0.4 0.028 " " 0.570312 0.397656 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.899 0.277 0.028 " " 0.898438 0.276563 0.029 " " 0.001 0.0 0.001 " " 0.001 0.1
0.388 0.648 0.026 " " 0.389844 0.646094 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.464 0.528 0.028 " " 0.463281 0.528125 0.026 " " 0.001 0.0 0.002 " " 0.001 0.2
0.781 0.07 0.029 " " 0.783594 0.0695312 0.031 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.868 0.185 0.044 " " 0.864844 0.185937 0.038 " " 0.003 0.001 0.006 " " 0.10300000000000001 0.6
0.12 0.488 0.025 " " 0.120312 0.486719 0.024 " " 0.0 0.002 0.001 " " 0.2 0.1
0.146 0.404 0.031 " " 0.146875 0.401563 0.028 " " 0.001 0.002 0.003 " " 0.201 0.3
0.245 0.395 0.03 " " 0.244531 0.395312 0.03 " " 0.0 0.0 0.0 " " 0.0 0.0
0.675 0.402 0.039 " " 0.677344 0.399219 0.037 " " 0.002 0.003 0.002 " " 0.302 0.2
0.241 0.465 0.024 " " 0.242188 0.466406 0.023 " " 0.001 0.002 0.001 " " 0.201 0.1
0.69 0.298 0.031 " " 0.692187 0.296094 0.037 " " 0.002 0.002 0.006 " " 0.202 0.6
0.795 0.358 0.032 " " 0.792969 0.357031 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.403 0.552 0.026 " " 0.402344 0.552344 0.026 " " 0.001 0.0 0.0 " " 0.001 0.0
0.095 0.623 0.029 " " 0.0953125 0.624219 0.03 " " 0.001 0.002 0.001 " " 0.201 0.1
0.094 0.234 0.034 " " 0.0945313 0.238281 0.032 " " 0.001 0.005 0.002 " " 0.501 0.2
0.607 0.245 0.042 " " 0.605469 0.24375 0.045 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.211 0.32 0.031 " " 0.184375 0.317187 0.026 " " 0.027 0.002 0.005 " " 0.227 0.5
0.482 0.745 0.023 " " 0.483594 0.745313 0.022 " " 0.002 0.0 0.001 " " 0.002 0.1
0.023 0.291 0.033 " " 0.0234375 0.295312 0.033 " " 0.0 0.005 0.0 " " 0.5 0.0
0.219 0.677 0.033 " " 0.220313 0.678125 0.032 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.123 0.526 0.025 " " 0.124219 0.525781 0.027 " " 0.001 0.0 0.002 " " 0.001 0.2
0.948 0.22 0.03 " " 0.948438 0.220313 0.027 " " 0.001 0.0 0.003 " " 0.001 0.3
