x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.529 0.701 0.037 " " 0.528125 0.703125 0.035 " " 0.001 0.002 0.002 " " 0.201 0.2
0.599 0.702 0.037 " " 0.6 0.703906 0.037 " " 0.001 0.002 0.0 " " 0.201 0.0
0.352 0.765 0.042 " " 0.350781 0.764063 0.038 " " 0.001 0.001 0.004 " " 0.101 0.4
0.027 0.189 0.039 " " 0.0273438 0.189844 0.04 " " 0.0 0.001 0.001 " " 0.1 0.1
0.75 0.468 0.044 " " 0.752344 0.467969 0.047 " " 0.002 0.0 0.003 " " 0.002 0.3
0.53 0.603 0.028 " " 0.529688 0.603125 0.027 " " 0.001 0.0 0.001 " " 0.001 0.1
0.08 0.416 0.039 " " 0.08125 0.414062 0.04 " " 0.001 0.002 0.001 " " 0.201 0.1
0.055 0.546 0.057 " " 0.0546875 0.546094 0.05 " " 0.0 0.0 0.007 " " 0.0 0.7000000000000001
0.148 0.359 0.05 " " 0.146094 0.357812 0.046 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.021 0.708 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.548 0.141 0.038 " " 0.548437 0.144531 0.036 " " 0.0 0.004 0.002 " " 0.4 0.2
0.744 0.075 0.042 " " 0.744531 0.078125 0.041 " " 0.001 0.003 0.001 " " 0.301 0.1
0.304 0.406 0.04 " " 0.304688 0.40625 0.042 " " 0.001 0.0 0.002 " " 0.001 0.2
0.841 0.081 0.065 " " 0.842188 0.0851562 0.066 " " 0.001 0.004 0.001 " " 0.401 0.1
0.105 0.119 0.038 " " 0.103125 0.11875 0.037 " " 0.002 0.0 0.001 " " 0.002 0.1
0.164 0.128 0.032 " " 0.165625 0.128125 0.031 " " 0.002 0.0 0.001 " " 0.002 0.1
0.152 0.485 0.042 " " 0.151562 0.482031 0.041 " " 0.0 0.003 0.001 " " 0.3 0.1
0.721 0.415 0.042 " " 0.722656 0.411719 0.041 " " 0.002 0.003 0.001 " " 0.302 0.1
0.237 0.527 0.025 " " 0.238281 0.528125 0.023 " " 0.002 0.002 0.002 " " 0.202 0.2
0.298 0.551 0.027 " " 0.300781 0.548437 0.026 " " 0.002 0.002 0.001 " " 0.202 0.1
0.234 0.859 0.029 " " 2 2 2 " " 2 2 2 " " 202 200
0.091 0.819 0.04 " " 0.090625 0.820312 0.036 " " 0.001 0.002 0.004 " " 0.201 0.4
0.612 0.209 0.036 " " 0.610156 0.209375 0.037 " " 0.002 0.0 0.001 " " 0.002 0.1
0.592 0.281 0.05 " " 0.594531 0.28125 0.051 " " 0.002 0.0 0.001 " " 0.002 0.1
0.273 0.708 0.035 " " 0.275 0.707812 0.037 " " 0.002 0.0 0.002 " " 0.002 0.2
0.537 0.091 0.035 " " 0.538281 0.090625 0.032 " " 0.001 0.001 0.003 " " 0.101 0.3
0.35 0.452 0.038 " " 0.349219 0.451562 0.038 " " 0.001 0.0 0.0 " " 0.001 0.0
0.356 0.58 0.032 " " 0.361719 0.582812 0.036 " " 0.006 0.003 0.004 " " 0.306 0.4
0.474 0.589 0.05 " " 0.475 0.585156 0.046 " " 0.001 0.004 0.004 " " 0.401 0.4
0.263 0.555 0.025 " " 0.260938 0.555469 0.03 " " 0.002 0.0 0.005 " " 0.002 0.5
0.659 0.34 0.04 " " 0.658594 0.340625 0.041 " " 0.0 0.001 0.001 " " 0.1 0.1
0.417 0.549 0.027 " " 0.417969 0.548437 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.148 0.63 0.029 " " 0.146875 0.632031 0.034 " " 0.001 0.002 0.005 " " 0.201 0.5
0.385 0.504 0.028 " " 0.385156 0.507031 0.029 " " 0.0 0.003 0.001 " " 0.3 0.1
0.555 0.507 0.036 " " 0.553906 0.50625 0.036 " " 0.001 0.001 0.0 " " 0.101 0.0
0.643 0.402 0.049 " " 0.64375 0.404687 0.05 " " 0.001 0.003 0.001 " " 0.301 0.1
0.186 0.831 0.038 " " 0.1875 0.83125 0.038 " " 0.002 0.0 0.0 " " 0.002 0.0
0.482 0.495 0.028 " " 0.482812 0.495313 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.475 0.36 0.028 " " 0.475 0.361719 0.029 " " 0.0 0.002 0.001 " " 0.2 0.1
