x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.563 0.655 0.036 " " 0.5625 0.654688 0.037 " " 0.001 0.0 0.001 " " 0.001 0.1
0.655 0.453 0.025 " " 0.654688 0.451562 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.812 0.212 0.044 " " 0.811719 0.210938 0.043 " " 0.001 0.002 0.001 " " 0.201 0.1
0.491 0.68 0.031 " " 0.491406 0.678906 0.03 " " 0.001 0.002 0.001 " " 0.201 0.1
0.15 0.705 0.038 " " 0.15 0.707031 0.038 " " 0.0 0.002 0.0 " " 0.2 0.0
0.733 0.083 0.057 " " 0.733594 0.0859375 0.058 " " 0.001 0.003 0.001 " " 0.301 0.1
0.225 0.659 0.029 " " 0.225781 0.657812 0.034 " " 0.001 0.001 0.005 " " 0.101 0.5
0.863 0.247 0.039 " " 0.864062 0.248437 0.039 " " 0.002 0.002 0.0 " " 0.202 0.0
0.448 0.173 0.036 " " 0.445312 0.174219 0.034 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.781 0.786 0.044 " " 0.779688 0.782031 0.04 " " 0.002 0.004 0.004 " " 0.402 0.4
0.388 0.239 0.042 " " 0.388281 0.240625 0.04 " " 0.0 0.002 0.002 " " 0.2 0.2
0.802 0.266 0.036 " " 0.802344 0.267188 0.039 " " 0.0 0.001 0.003 " " 0.1 0.3
0.777 0.859 0.044 " " 0.775781 0.85625 0.042 " " 0.001 0.003 0.002 " " 0.301 0.2
0.264 0.774 0.045 " " 0.264844 0.777344 0.042 " " 0.001 0.003 0.003 " " 0.301 0.3
0.734 0.824 0.042 " " 0.736719 0.826563 0.039 " " 0.002 0.002 0.003 " " 0.202 0.3
0.776 0.535 0.033 " " 0.775 0.535156 0.035 " " 0.001 0.0 0.002 " " 0.001 0.2
0.048 0.656 0.031 " " 0.0476562 0.657812 0.031 " " 0.0 0.002 0.0 " " 0.2 0.0
0.918 0.383 0.034 " " 0.916406 0.384375 0.034 " " 0.002 0.002 0.0 " " 0.202 0.0
0.888 0.442 0.056 " " 0.8875 0.441406 0.05 " " 0.001 0.001 0.006 " " 0.101 0.6
0.159 0.415 0.036 " " 0.158594 0.417188 0.037 " " 0.0 0.002 0.001 " " 0.2 0.1
0.749 0.265 0.042 " " 0.746875 0.260938 0.041 " " 0.002 0.004 0.001 " " 0.402 0.1
0.512 0.132 0.028 " " 0.510938 0.132812 0.029 " " 0.001 0.001 0.001 " " 0.101 0.1
0.869 0.697 0.033 " " 0.867188 0.696875 0.03 " " 0.002 0.0 0.003 " " 0.002 0.3
0.346 0.281 0.033 " " 0.346094 0.28125 0.034 " " 0.0 0.0 0.001 " " 0.0 0.1
0.657 0.684 0.023 " " 0.657812 0.684375 0.024 " " 0.001 0.0 0.001 " " 0.001 0.1
0.566 0.769 0.044 " " 0.566406 0.76875 0.044 " " 0.001 0.0 0.0 " " 0.001 0.0
0.45 0.611 0.027 " " 0.45 0.609375 0.025 " " 0.0 0.002 0.002 " " 0.2 0.2
0.256 0.411 0.024 " " 0.255469 0.411719 0.021 " " 0.001 0.001 0.003 " " 0.101 0.3
0.237 0.723 0.032 " " 0.239844 0.721094 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.052 0.313 0.038 " " 0.046875 0.313281 0.035 " " 0.005 0.0 0.003 " " 0.005 0.3
0.49 0.744 0.055 " " 0.491406 0.742188 0.059 " " 0.002 0.002 0.004 " " 0.202 0.4
0.793 0.148 0.045 " " 0.792969 0.145313 0.044 " " 0.0 0.003 0.001 " " 0.3 0.1
0.659 0.069 0.033 " " 0.657812 0.0671875 0.027 " " 0.001 0.002 0.006 " " 0.201 0.6
0.343 0.607 0.029 " " 0.34375 0.609375 0.028 " " 0.001 0.002 0.001 " " 0.201 0.1
0.822 0.333 0.027 " " 0.824219 0.333594 0.022 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.207 0.614 0.028 " " 0.207813 0.615625 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.245 0.362 0.043 " " 0.245312 0.360938 0.043 " " 0.001 0.002 0.0 " " 0.201 0.0
