x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.158 0.429 0.046 " " 0.157031 0.428906 0.045 " " 0.001 0.0 0.001 " " 0.001 0.1
0.32 0.698 0.035 " " 0.319531 0.697656 0.036 " " 0.001 0.0 0.001 " " 0.001 0.1
0.377 0.163 0.039 " " 0.377344 0.160156 0.04 " " 0.001 0.002 0.001 " " 0.201 0.1
0.342 0.313 0.046 " " 0.342969 0.313281 0.044 " " 0.001 0.0 0.002 " " 0.001 0.2
0.545 0.43 0.029 " " 0.546094 0.43125 0.029 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.771 0.422 0.033 " " 0.769531 0.421875 0.027 " " 0.002 0.0 0.006 " " 0.002 0.6
0.491 0.507 0.042 " " 0.491406 0.508594 0.047 " " 0.001 0.002 0.005 " " 0.201 0.5
0.674 0.263 0.066 " " 0.675781 0.261719 0.065 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.252 0.754 0.027 " " 0.252344 0.753125 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.715 0.024 0.03 " " 0.716406 0.025 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.94 0.41 0.056 " " 0.942187 0.410937 0.05 " " 0.002 0.001 0.006 " " 0.10200000000000001 0.6
0.1 0.193 0.049 " " 0.096875 0.192188 0.043 " " 0.003 0.001 0.006 " " 0.10300000000000001 0.6
0.869 0.425 0.029 " " 0.871094 0.426562 0.03 " " 0.002 0.002 0.001 " " 0.202 0.1
0.073 0.402 0.028 " " 0.0742188 0.403906 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.508 0.373 0.032 " " 0.505469 0.374219 0.031 " " 0.002 0.002 0.001 " " 0.202 0.1
0.21 0.11 0.044 " " 0.207813 0.107031 0.047 " " 0.002 0.003 0.003 " " 0.302 0.3
0.873 0.162 0.042 " " 0.873438 0.161719 0.039 " " 0.001 0.0 0.003 " " 0.001 0.3
0.013 0.777 0.027 " " 0.0132813 0.778906 0.03 " " 0.001 0.002 0.003 " " 0.201 0.3
0.481 0.201 0.046 " " 0.482031 0.2 0.054 " " 0.001 0.001 0.008 " " 0.101 0.8
0.126 0.299 0.031 " " 0.125781 0.297656 0.03 " " 0.0 0.002 0.001 " " 0.2 0.1
0.385 0.267 0.031 " " 0.385938 0.266406 0.034 " " 0.001 0.001 0.003 " " 0.101 0.3
0.631 0.715 0.038 " " 0.634375 0.714844 0.039 " " 0.003 0.0 0.001 " " 0.003 0.1
0.189 0.704 0.034 " " 0.192188 0.699219 0.033 " " 0.003 0.005 0.001 " " 0.503 0.1
0.5 0.637 0.046 " " 0.500781 0.634375 0.041 " " 0.001 0.002 0.005 " " 0.201 0.5
0.338 0.488 0.027 " " 0.336719 0.489062 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.53 0.543 0.036 " " 0.528906 0.541406 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.184 0.37 0.029 " " 0.182031 0.371094 0.031 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.635 0.523 0.035 " " 0.633594 0.521094 0.032 " " 0.002 0.002 0.003 " " 0.202 0.3
0.699 0.7 0.028 " " 0.697656 0.7 0.025 " " 0.002 0.0 0.003 " " 0.002 0.3
0.234 0.589 0.033 " " 0.233594 0.591406 0.037 " " 0.001 0.002 0.004 " " 0.201 0.4
0.483 0.327 0.028 " " 0.482031 0.328125 0.03 " " 0.001 0.001 0.002 " " 0.101 0.2
0.702 0.542 0.03 " " 0.698438 0.54375 0.029 " " 0.003 0.002 0.001 " " 0.203 0.1
0.191 0.318 0.027 " " 0.191406 0.319531 0.027 " " 0.0 0.002 0.0 " " 0.2 0.0
0.927 0.184 0.037 " " 0.927344 0.184375 0.035 " " 0.0 0.001 0.002 " " 0.1 0.2
0.713 0.507 0.027 " " 0.7125 0.508594 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.202 0.265 0.031 " " 0.201562 0.267969 0.033 " " 0.001 0.003 0.002 " " 0.301 0.2
0.756 0.279 0.048 " " 0.752344 0.277344 0.04 " " 0.004 0.002 0.008 " " 0.20400000000000001 0.8
0.209 0.75 0.037 " " 0.211719 0.752344 0.035 " " 0.002 0.002 0.002 " " 0.202 0.2
0.013 0.858 0.028 " " 0.0125 0.857031 0.03 " " 0.0 0.001 0.002 " " 0.1 0.2
0.373 0.22 0.03 " " 0.375 0.21875 0.03 " " 0.002 0.002 0.0 " " 0.202 0.0
0.427 0.236 0.027 " " 0.423438 0.239844 0.031 " " 0.004 0.004 0.004 " " 0.404 0.4
0.366 0.398 0.032 " " 0.367188 0.394531 0.033 " " 0.002 0.003 0.001 " " 0.302 0.1
0.747 0.508 0.031 " " 0.747656 0.511719 0.031 " " 0.001 0.004 0.0 " " 0.401 0.0
0.089 0.692 0.026 " " 0.0898438 0.691406 0.023 " " 0.001 0.001 0.003 " " 0.101 0.3
0.119 0.699 0.029 " " 0.115625 0.699219 0.031 " " 0.003 0.0 0.002 " " 0.003 0.2
0.024 0.415 0.032 " " 0.0265625 0.414062 0.032 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.867 0.478 0.037 " " 0.869531 0.476562 0.036 " " 0.002 0.002 0.001 " " 0.202 0.1
0.35 0.617 0.03 " " 0.353125 0.61875 0.032 " " 0.003 0.002 0.002 " " 0.203 0.2
0.14 0.64 0.037 " " 0.139062 0.638281 0.032 " " 0.001 0.002 0.005 " " 0.201 0.5
0.068 0.024 0.039 " " 0.06875 0.0234375 0.034 " " 0.001 0.001 0.005 " " 0.101 0.5
0.671 0.123 0.036 " " 0.671094 0.121875 0.039 " " 0.0 0.001 0.003 " " 0.1 0.3
0.466 0.434 0.03 " " 0.466406 0.433594 0.027 " " 0.0 0.0 0.003 " " 0.0 0.3
0.9 0.302 0.034 " " 0.9 0.300781 0.033 " " 0.0 0.002 0.001 " " 0.2 0.1
0.327 0.44 0.032 " " 0.328906 0.439844 0.032 " " 0.002 0.0 0.0 " " 0.002 0.0
0.379 0.024 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.783 0.379 0.028 " " 0.784375 0.382031 0.032 " " 0.002 0.003 0.004 " " 0.302 0.4
0.056 0.655 0.03 " " 0.0570313 0.655469 0.031 " " 0.001 0.0 0.001 " " 0.001 0.1
0.034 0.541 0.033 " " 0.0328125 0.54375 0.036 " " 0.002 0.003 0.003 " " 0.302 0.3
0.978 0.476 0.036 " " 0.976562 0.475781 0.036 " " 0.002 0.0 0.0 " " 0.002 0.0
0.032 0.703 0.031 " " 0.0296875 0.704687 0.031 " " 0.002 0.002 0.0 " " 0.202 0.0
0.295 0.305 0.032 " " 0.296094 0.303906 0.034 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.907 0.594 0.039 " " 0.907031 0.594531 0.039 " " 0.0 0.001 0.0 " " 0.1 0.0
0.166 0.488 0.043 " " 0.169531 0.486719 0.038 " " 0.004 0.002 0.005 " " 0.20400000000000001 0.5
0.606 0.376 0.038 " " 0.607813 0.372656 0.033 " " 0.002 0.003 0.005 " " 0.302 0.5
0.825 0.177 0.028 " " 0.825781 0.178125 0.026 " " 0.001 0.001 0.002 " " 0.101 0.2
0.552 0.233 0.047 " " 0.551562 0.232031 0.048 " " 0.001 0.001 0.001 " " 0.101 0.1
0.596 0.477 0.032 " " 0.594531 0.478906 0.032 " " 0.002 0.002 0.0 " " 0.202 0.0
0.609 0.656 0.026 " " 0.610156 0.658594 0.029 " " 0.001 0.002 0.003 " " 0.201 0.3
0.064 0.279 0.032 " " 0.0632813 0.278906 0.031 " " 0.001 0.0 0.001 " " 0.001 0.1
0.729 0.327 0.029 " " 0.725781 0.328906 0.028 " " 0.003 0.002 0.001 " " 0.203 0.1
0.045 0.752 0.027 " " 0.0429688 0.754687 0.028 " " 0.002 0.003 0.001 " " 0.302 0.1
0.891 0.213 0.028 " " 0.890625 0.214844 0.029 " " 0.0 0.002 0.001 " " 0.2 0.1
0.173 0.555 0.033 " " 0.173438 0.557031 0.029 " " 0.0 0.002 0.004 " " 0.2 0.4
0.362 0.662 0.021 " " 0.364062 0.661719 0.021 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.275 0.252 0.025 " " 0.273438 0.254687 0.029 " " 0.002 0.002 0.004 " " 0.202 0.4
0.017 0.327 0.028 " " 0.01875 0.325 0.029 " " 0.002 0.002 0.001 " " 0.202 0.1
0.787 0.106 0.026 " " 0.788281 0.104687 0.032 " " 0.002 0.002 0.006 " " 0.202 0.6
0.434 0.316 0.037 " " 0.435156 0.319531 0.036 " " 0.002 0.004 0.001 " " 0.402 0.1
0.811 0.138 0.028 " " 0.810938 0.139844 0.026 " " 0.0 0.002 0.002 " " 0.2 0.2
0.667 0.388 0.054 " " 0.66875 0.390625 0.049 " " 0.002 0.002 0.005 " " 0.202 0.5
0.823 0.279 0.036 " " 0.828906 0.278906 0.033 " " 0.006 0.0 0.003 " " 0.006 0.3
0.173 0.639 0.026 " " 0.175781 0.642187 0.023 " " 0.002 0.003 0.003 " " 0.302 0.3
0.427 0.46 0.027 " " 0.428125 0.460156 0.025 " " 0.002 0.0 0.002 " " 0.002 0.2
0.256 0.47 0.093 " " 0.260156 0.470313 0.089 " " 0.004 0.0 0.004 " " 0.004 0.4
0.148 0.583 0.028 " " 0.147656 0.585156 0.027 " " 0.0 0.002 0.001 " " 0.2 0.1
0.636 0.321 0.028 " " 0.636719 0.321094 0.029 " " 0.001 0.0 0.001 " " 0.001 0.1
0.26 0.346 0.028 " " 0.261719 0.347656 0.029 " " 0.002 0.002 0.001 " " 0.202 0.1
0.308 0.257 0.026 " " 0.305469 0.257031 0.023 " " 0.002 0.0 0.003 " " 0.002 0.3
0.952 0.596 0.036 " " 0.948438 0.596094 0.036 " " 0.003 0.0 0.0 " " 0.003 0.0
