x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.688 0.277 0.049 " " 0.684375 0.278125 0.055 " " 0.004 0.002 0.006 " " 0.20400000000000001 0.6
0.132 0.374 0.032 " " 0.132812 0.375 0.032 " " 0.001 0.001 0.0 " " 0.101 0.0
0.112 0.165 0.04 " " 0.115625 0.165625 0.04 " " 0.004 0.001 0.0 " " 0.10400000000000001 0.0
0.304 0.523 0.032 " " 0.303906 0.521094 0.029 " " 0.0 0.002 0.003 " " 0.2 0.3
0.43 0.842 0.037 " " 0.432031 0.84375 0.036 " " 0.002 0.002 0.001 " " 0.202 0.1
0.613 0.424 0.041 " " 0.611719 0.41875 0.04 " " 0.002 0.005 0.001 " " 0.502 0.1
0.1 0.47 0.031 " " 0.100781 0.472656 0.032 " " 0.001 0.003 0.001 " " 0.301 0.1
0.248 0.377 0.034 " " 0.249219 0.377344 0.031 " " 0.001 0.0 0.003 " " 0.001 0.3
0.245 0.662 0.03 " " 0.241406 0.664844 0.029 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.741 0.834 0.033 " " 0.7375 0.832031 0.037 " " 0.003 0.002 0.004 " " 0.203 0.4
0.138 0.501 0.028 " " 0.136719 0.499219 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.128 0.804 0.046 " " 0.129688 0.803125 0.045 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.652 0.764 0.031 " " 0.653125 0.763281 0.032 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.432 0.498 0.037 " " 0.432813 0.496094 0.038 " " 0.001 0.002 0.001 " " 0.201 0.1
0.58 0.714 0.021 " " 0.583594 0.692187 0.022 " " 0.004 0.022 0.001 " " 2.2039999999999997 0.1
0.943 0.597 0.039 " " 0.94375 0.592969 0.037 " " 0.001 0.004 0.002 " " 0.401 0.2
0.686 0.537 0.03 " " 0.686719 0.5375 0.028 " " 0.001 0.0 0.002 " " 0.001 0.2
0.527 0.331 0.033 " " 0.526563 0.335156 0.036 " " 0.0 0.004 0.003 " " 0.4 0.3
0.243 0.431 0.039 " " 0.24375 0.427344 0.037 " " 0.001 0.004 0.002 " " 0.401 0.2
0.459 0.211 0.035 " " 0.460156 0.211719 0.032 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.204 0.49 0.051 " " 0.201562 0.48125 0.047 " " 0.002 0.009 0.004 " " 0.9019999999999999 0.4
0.709 0.338 0.034 " " 0.710938 0.335938 0.031 " " 0.002 0.002 0.003 " " 0.202 0.3
0.91 0.305 0.05 " " 0.914062 0.30625 0.058 " " 0.004 0.002 0.008 " " 0.20400000000000001 0.8
0.077 0.207 0.027 " " 0.0757812 0.207813 0.027 " " 0.001 0.001 0.0 " " 0.101 0.0
0.233 0.74 0.026 " " 0.228125 0.736719 0.026 " " 0.005 0.003 0.0 " " 0.305 0.0
0.039 0.201 0.025 " " 0.0414063 0.203906 0.022 " " 0.002 0.003 0.003 " " 0.302 0.3
0.753 0.674 0.031 " " 0.753906 0.676562 0.028 " " 0.001 0.002 0.003 " " 0.201 0.3
0.285 0.645 0.033 " " 0.283594 0.644531 0.031 " " 0.002 0.0 0.002 " " 0.002 0.2
0.349 0.337 0.052 " " 0.352344 0.3375 0.056 " " 0.003 0.001 0.004 " " 0.10300000000000001 0.4
0.518 0.699 0.031 " " 0.517969 0.700781 0.031 " " 0.0 0.002 0.0 " " 0.2 0.0
0.637 0.473 0.033 " " 0.639844 0.470313 0.031 " " 0.002 0.002 0.002 " " 0.202 0.2
0.465 0.75 0.037 " " 0.464844 0.741406 0.029 " " 0.0 0.009 0.008 " " 0.8999999999999999 0.8
0.667 0.425 0.029 " " 0.667969 0.421094 0.022 " " 0.001 0.004 0.007 " " 0.401 0.7000000000000001
0.279 0.494 0.027 " " 0.279687 0.495313 0.023 " " 0.001 0.002 0.004 " " 0.201 0.4
0.036 0.246 0.042 " " 0.034375 0.249219 0.043 " " 0.002 0.003 0.001 " " 0.302 0.1
0.685 0.374 0.033 " " 0.686719 0.375781 0.032 " " 0.002 0.002 0.001 " " 0.202 0.1
0.56 0.654 0.023 " " 0.558594 0.653125 0.024 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.171 0.153 0.028 " " 0.173438 0.152344 0.029 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.219 0.552 0.034 " " 0.220313 0.553125 0.031 " " 0.002 0.002 0.003 " " 0.202 0.3
0.358 0.644 0.034 " " 0.357812 0.646875 0.033 " " 0.0 0.003 0.001 " " 0.3 0.1
0.832 0.802 0.031 " " 0.826563 0.799219 0.028 " " 0.005 0.002 0.003 " " 0.20500000000000002 0.3
0.434 0.336 0.028 " " 0.433594 0.339063 0.03 " " 0.001 0.003 0.002 " " 0.301 0.2
0.228 0.332 0.026 " " 0.228125 0.332031 0.028 " " 0.0 0.0 0.002 " " 0.0 0.2
0.048 0.481 0.025 " " 0.0476562 0.483594 0.029 " " 0.0 0.002 0.004 " " 0.2 0.4
0.814 0.607 0.027 " " 0.816406 0.607813 0.027 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.696 0.785 0.034 " " 0.695312 0.782031 0.033 " " 0.001 0.003 0.001 " " 0.301 0.1
0.435 0.656 0.03 " " 0.436719 0.65625 0.026 " " 0.002 0.0 0.004 " " 0.002 0.4
0.584 0.751 0.03 " " 0.585156 0.747656 0.03 " " 0.001 0.003 0.0 " " 0.301 0.0
0.924 0.397 0.034 " " 0.926562 0.395312 0.037 " " 0.002 0.002 0.003 " " 0.202 0.3
0.291 0.349 0.028 " " 0.289844 0.35 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.554 0.12 0.034 " " 0.553125 0.121094 0.033 " " 0.001 0.001 0.001 " " 0.101 0.1
0.557 0.259 0.024 " " 0.55625 0.260156 0.024 " " 0.001 0.001 0.0 " " 0.101 0.0
0.117 0.536 0.021 " " 0.114844 0.534375 0.024 " " 0.002 0.002 0.003 " " 0.202 0.3
