x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.775 0.253 0.044 " " 0.775781 0.251563 0.046 " " 0.001 0.002 0.002 " " 0.201 0.2
0.066 0.525 0.033 " " 0.0664062 0.526563 0.035 " " 0.001 0.002 0.002 " " 0.201 0.2
0.813 0.423 0.03 " " 0.817187 0.424219 0.029 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.084 0.748 0.034 " " 0.084375 0.747656 0.032 " " 0.0 0.0 0.002 " " 0.0 0.2
0.311 0.732 0.029 " " 0.3125 0.733594 0.025 " " 0.002 0.002 0.004 " " 0.202 0.4
0.859 0.43 0.029 " " 0.858594 0.429688 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.577 0.468 0.04 " " 0.576563 0.467969 0.039 " " 0.001 0.0 0.001 " " 0.001 0.1
0.277 0.628 0.029 " " 0.278125 0.628906 0.03 " " 0.001 0.001 0.001 " " 0.101 0.1
0.896 0.463 0.045 " " 0.89375 0.460938 0.043 " " 0.002 0.002 0.002 " " 0.202 0.2
0.828 0.463 0.023 " " 0.828125 0.463281 0.026 " " 0.0 0.001 0.003 " " 0.1 0.3
0.24 0.708 0.03 " " 0.2375 0.707812 0.027 " " 0.002 0.0 0.003 " " 0.002 0.3
0.18 0.653 0.029 " " 0.178125 0.654688 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.036 0.748 0.031 " " 0.0359375 0.748438 0.032 " " 0.0 0.0 0.001 " " 0.0 0.1
0.166 0.368 0.032 " " 0.164844 0.369531 0.032 " " 0.001 0.002 0.0 " " 0.201 0.0
0.418 0.279 0.036 " " 0.41875 0.278125 0.033 " " 0.001 0.001 0.003 " " 0.101 0.3
0.047 0.437 0.039 " " 0.0453125 0.436719 0.044 " " 0.002 0.0 0.005 " " 0.002 0.5
0.176 0.178 0.031 " " 0.176563 0.18125 0.028 " " 0.001 0.003 0.003 " " 0.301 0.3
0.513 0.366 0.033 " " 0.5125 0.364844 0.032 " " 0.001 0.001 0.001 " " 0.101 0.1
0.473 0.373 0.039 " " 0.474219 0.371094 0.037 " " 0.001 0.002 0.002 " " 0.201 0.2
0.727 0.464 0.027 " " 0.726562 0.465625 0.028 " " 0.001 0.002 0.001 " " 0.201 0.1
0.777 0.455 0.035 " " 0.776563 0.457812 0.036 " " 0.001 0.002 0.001 " " 0.201 0.1
0.212 0.091 0.029 " " 0.209375 0.0914062 0.03 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.549 0.403 0.038 " " 0.546094 0.404687 0.035 " " 0.003 0.002 0.003 " " 0.203 0.3
0.188 0.554 0.026 " " 0.191406 0.55625 0.026 " " 0.003 0.002 0.0 " " 0.203 0.0
0.37 0.169 0.027 " " 0.369531 0.169531 0.025 " " 0.001 0.001 0.002 " " 0.101 0.2
0.568 0.2 0.065 " " 0.56875 0.200781 0.061 " " 0.001 0.001 0.004 " " 0.101 0.4
0.234 0.255 0.034 " " 0.234375 0.253906 0.036 " " 0.0 0.001 0.002 " " 0.1 0.2
0.835 0.373 0.033 " " 0.835938 0.369531 0.032 " " 0.001 0.003 0.001 " " 0.301 0.1
0.208 0.514 0.03 " " 0.208594 0.510938 0.031 " " 0.001 0.003 0.001 " " 0.301 0.1
0.648 0.574 0.03 " " 0.648438 0.575781 0.028 " " 0.0 0.002 0.002 " " 0.2 0.2
0.391 0.645 0.037 " " 0.390625 0.64375 0.034 " " 0.0 0.002 0.003 " " 0.2 0.3
0.43 0.332 0.034 " " 0.428906 0.332812 0.032 " " 0.001 0.001 0.002 " " 0.101 0.2
0.234 0.473 0.033 " " 0.233594 0.470313 0.034 " " 0.0 0.002 0.001 " " 0.2 0.1
0.485 0.224 0.043 " " 0.482031 0.225781 0.048 " " 0.003 0.002 0.005 " " 0.203 0.5
0.595 0.68 0.039 " " 0.597656 0.68125 0.04 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.699 0.101 0.036 " " 0.700781 0.100781 0.031 " " 0.002 0.0 0.005 " " 0.002 0.5
0.675 0.484 0.028 " " 0.677344 0.482812 0.028 " " 0.002 0.002 0.0 " " 0.202 0.0
0.013 0.552 0.024 " " 0.0140625 0.553906 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.087 0.627 0.033 " " 0.0867188 0.625 0.033 " " 0.001 0.002 0.0 " " 0.201 0.0
0.248 0.313 0.031 " " 0.246875 0.314063 0.033 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.249 0.199 0.029 " " 0.249219 0.203125 0.031 " " 0.0 0.004 0.002 " " 0.4 0.2
0.501 0.605 0.033 " " 0.5 0.60625 0.033 " " 0.001 0.002 0.0 " " 0.201 0.0
0.291 0.165 0.042 " " 0.290625 0.16875 0.043 " " 0.0 0.004 0.001 " " 0.4 0.1
0.23 0.427 0.026 " " 0.229687 0.428906 0.025 " " 0.0 0.002 0.001 " " 0.2 0.1
0.534 0.7 0.029 " " 0.534375 0.697656 0.026 " " 0.0 0.002 0.003 " " 0.2 0.3
0.491 0.324 0.025 " " 0.490625 0.328125 0.023 " " 0.001 0.004 0.002 " " 0.401 0.2
0.866 0.315 0.034 " " 0.867188 0.317187 0.034 " " 0.002 0.002 0.0 " " 0.202 0.0
0.771 0.107 0.04 " " 0.771094 0.107031 0.038 " " 0.0 0.0 0.002 " " 0.0 0.2
0.312 0.597 0.031 " " 0.314063 0.596875 0.029 " " 0.002 0.0 0.002 " " 0.002 0.2
0.13 0.061 0.034 " " 2 2 2 " " 2 2 2 " " 202 200
0.767 0.305 0.029 " " 0.764844 0.305469 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.013 0.512 0.025 " " 0.0148437 0.5125 0.025 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.237 0.527 0.027 " " 0.239844 0.526563 0.026 " " 0.002 0.0 0.001 " " 0.002 0.1
0.676 0.28 0.027 " " 0.675781 0.28125 0.028 " " 0.0 0.002 0.001 " " 0.2 0.1
0.467 0.431 0.029 " " 0.467187 0.432031 0.03 " " 0.0 0.001 0.001 " " 0.1 0.1
0.032 0.069 0.038 " " 0.0320312 0.06875 0.04 " " 0.0 0.0 0.002 " " 0.0 0.2
0.106 0.531 0.029 " " 0.105469 0.532812 0.025 " " 0.001 0.002 0.004 " " 0.201 0.4
0.842 0.62 0.031 " " 0.842969 0.619531 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.352 0.575 0.024 " " 0.35 0.577344 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.132 0.22 0.031 " " 0.130469 0.221094 0.027 " " 0.002 0.002 0.004 " " 0.202 0.4
0.062 0.186 0.025 " " 0.0625 0.185156 0.025 " " 0.001 0.001 0.0 " " 0.101 0.0
0.192 0.471 0.025 " " 0.189844 0.471094 0.027 " " 0.002 0.0 0.002 " " 0.002 0.2
0.462 0.709 0.026 " " 0.4625 0.709375 0.025 " " 0.001 0.0 0.001 " " 0.001 0.1
0.906 0.234 0.078 " " 0.903906 0.229687 0.077 " " 0.002 0.005 0.001 " " 0.502 0.1
0.673 0.597 0.025 " " 0.676562 0.596875 0.027 " " 0.003 0.0 0.002 " " 0.003 0.2
0.016 0.134 0.023 " " 0.0164062 0.132031 0.023 " " 0.001 0.002 0.0 " " 0.201 0.0
0.652 0.427 0.023 " " 0.650781 0.428125 0.024 " " 0.002 0.002 0.001 " " 0.202 0.1
0.734 0.515 0.041 " " 0.73125 0.5125 0.038 " " 0.002 0.002 0.003 " " 0.202 0.3
0.244 0.573 0.03 " " 0.242969 0.572656 0.029 " " 0.001 0.0 0.001 " " 0.001 0.1
0.129 0.163 0.037 " " 0.125781 0.164062 0.036 " " 0.003 0.002 0.001 " " 0.203 0.1
0.082 0.374 0.027 " " 0.0820312 0.371875 0.027 " " 0.0 0.002 0.0 " " 0.2 0.0
0.023 0.173 0.032 " " 0.0257812 0.173438 0.034 " " 0.002 0.0 0.002 " " 0.002 0.2
0.538 0.513 0.027 " " 0.535156 0.515625 0.025 " " 0.003 0.002 0.002 " " 0.203 0.2
0.286 0.066 0.037 " " 0.2875 0.065625 0.035 " " 0.002 0.0 0.002 " " 0.002 0.2
0.754 0.055 0.035 " " 0.754687 0.05625 0.034 " " 0.001 0.002 0.001 " " 0.201 0.1
0.015 0.661 0.027 " " 0.0140625 0.660937 0.026 " " 0.001 0.0 0.001 " " 0.001 0.1
0.192 0.238 0.027 " " 0.190625 0.240625 0.029 " " 0.002 0.002 0.002 " " 0.202 0.2
0.541 0.637 0.041 " " 0.539844 0.638281 0.038 " " 0.002 0.002 0.003 " " 0.202 0.3
0.513 0.738 0.026 " " 0.509375 0.7375 0.029 " " 0.004 0.0 0.003 " " 0.004 0.3
0.012 0.359 0.021 " " 0.0101562 0.357031 0.025 " " 0.002 0.002 0.004 " " 0.202 0.4
0.149 0.63 0.027 " " 0.147656 0.630469 0.028 " " 0.002 0.0 0.001 " " 0.002 0.1
0.062 0.581 0.033 " " 0.0609375 0.580469 0.038 " " 0.001 0.001 0.005 " " 0.101 0.5
0.355 0.395 0.065 " " 0.353906 0.392969 0.063 " " 0.001 0.002 0.002 " " 0.201 0.2
0.588 0.563 0.028 " " 0.591406 0.563281 0.034 " " 0.003 0.0 0.006 " " 0.003 0.6
0.14 0.59 0.025 " " 0.140625 0.59375 0.024 " " 0.001 0.004 0.001 " " 0.401 0.1
0.698 0.409 0.032 " " 0.698438 0.40625 0.028 " " 0.0 0.002 0.004 " " 0.2 0.4
0.157 0.274 0.029 " " 0.160156 0.275781 0.031 " " 0.003 0.002 0.002 " " 0.203 0.2
0.77 0.405 0.026 " " 0.771094 0.407031 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.51 0.43 0.03 " " 0.508594 0.438281 0.04 " " 0.002 0.009 0.01 " " 0.9019999999999999 1.0
0.36 0.205 0.027 " " 0.360156 0.209375 0.032 " " 0.0 0.004 0.005 " " 0.4 0.5
0.136 0.384 0.026 " " 0.135937 0.383594 0.025 " " 0.0 0.001 0.001 " " 0.1 0.1
