x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.809 0.234 0.034 " " 0.807813 0.233594 0.04 " " 0.002 0.0 0.006 " " 0.002 0.6
0.03 0.599 0.031 " " 0.0296875 0.599219 0.034 " " 0.001 0.0 0.003 " " 0.001 0.3
0.703 0.252 0.048 " " 0.703906 0.253906 0.048 " " 0.001 0.002 0.0 " " 0.201 0.0
0.181 0.259 0.056 " " 0.183594 0.264062 0.059 " " 0.002 0.005 0.003 " " 0.502 0.3
0.252 0.602 0.048 " " 0.252344 0.605469 0.044 " " 0.0 0.003 0.004 " " 0.3 0.4
0.22 0.669 0.036 " " 0.220313 0.669531 0.038 " " 0.0 0.001 0.002 " " 0.1 0.2
0.355 0.53 0.027 " " 0.353125 0.530469 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.363 0.471 0.034 " " 0.364062 0.471094 0.036 " " 0.001 0.0 0.002 " " 0.001 0.2
0.313 0.63 0.062 " " 0.311719 0.628125 0.057 " " 0.002 0.002 0.005 " " 0.202 0.5
0.084 0.633 0.028 " " 0.0851562 0.633594 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.194 0.407 0.059 " " 0.190625 0.399219 0.061 " " 0.003 0.008 0.002 " " 0.803 0.2
0.253 0.194 0.027 " " 0.252344 0.194531 0.028 " " 0.001 0.001 0.001 " " 0.101 0.1
0.304 0.423 0.039 " " 0.307031 0.41875 0.039 " " 0.003 0.005 0.0 " " 0.503 0.0
0.771 0.264 0.04 " " 0.772656 0.271094 0.043 " " 0.002 0.007 0.003 " " 0.7020000000000001 0.3
0.748 0.905 0.038 " " 2 2 2 " " 2 2 2 " " 202 200
0.024 0.648 0.029 " " 0.0242187 0.65 0.031 " " 0.0 0.002 0.002 " " 0.2 0.2
0.152 0.17 0.031 " " 0.152344 0.167969 0.03 " " 0.001 0.002 0.001 " " 0.201 0.1
0.26 0.691 0.049 " " 0.259375 0.690625 0.047 " " 0.001 0.001 0.002 " " 0.101 0.2
0.938 0.673 0.044 " " 0.933594 0.674219 0.038 " " 0.004 0.002 0.006 " " 0.20400000000000001 0.6
0.016 0.227 0.031 " " 0.0179687 0.225781 0.031 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.725 0.316 0.04 " " 0.726562 0.314844 0.04 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.655 0.795 0.058 " " 0.655469 0.792969 0.058 " " 0.001 0.002 0.0 " " 0.201 0.0
