x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.202 0.363 0.054 " " 0.204688 0.361719 0.055 " " 0.003 0.002 0.001 " " 0.203 0.1
0.816 0.623 0.035 " " 0.814062 0.621875 0.034 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.153 0.177 0.036 " " 0.153906 0.177344 0.035 " " 0.001 0.0 0.001 " " 0.001 0.1
0.547 0.139 0.05 " " 0.546094 0.139062 0.046 " " 0.001 0.0 0.004 " " 0.001 0.4
0.203 0.197 0.039 " " 0.202344 0.195312 0.044 " " 0.001 0.002 0.005 " " 0.201 0.5
0.562 0.486 0.048 " " 0.5625 0.489844 0.048 " " 0.0 0.004 0.0 " " 0.4 0.0
0.247 0.539 0.033 " " 0.245312 0.540625 0.035 " " 0.002 0.002 0.002 " " 0.202 0.2
0.787 0.653 0.028 " " 0.7875 0.657031 0.029 " " 0.001 0.004 0.001 " " 0.401 0.1
0.273 0.154 0.032 " " 0.274219 0.155469 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.69 0.232 0.047 " " 0.689062 0.232031 0.047 " " 0.001 0.0 0.0 " " 0.001 0.0
0.773 0.599 0.03 " " 0.772656 0.598437 0.027 " " 0.0 0.001 0.003 " " 0.1 0.3
0.294 0.48 0.029 " " 0.291406 0.48125 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.34 0.741 0.028 " " 0.332031 0.739844 0.029 " " 0.007 0.002 0.001 " " 0.20700000000000002 0.1
0.182 0.123 0.027 " " 0.18125 0.122656 0.031 " " 0.001 0.001 0.004 " " 0.101 0.4
0.698 0.043 0.055 " " 0.703125 0.0453125 0.054 " " 0.005 0.002 0.001 " " 0.20500000000000002 0.1
0.734 0.557 0.043 " " 0.734375 0.555469 0.043 " " 0.0 0.002 0.0 " " 0.2 0.0
0.195 0.306 0.029 " " 0.194531 0.308594 0.029 " " 0.001 0.002 0.0 " " 0.201 0.0
0.551 0.424 0.029 " " 0.551562 0.423438 0.025 " " 0.001 0.001 0.004 " " 0.101 0.4
0.505 0.677 0.037 " " 0.503906 0.678125 0.036 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.609 0.607 0.027 " " 0.610156 0.608594 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.883 0.27 0.027 " " 0.882031 0.267969 0.029 " " 0.001 0.002 0.002 " " 0.201 0.2
0.57 0.38 0.031 " " 0.571094 0.382812 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.03 0.641 0.029 " " 0.0289063 0.640625 0.029 " " 0.001 0.0 0.0 " " 0.001 0.0
0.353 0.159 0.054 " " 0.352344 0.158594 0.052 " " 0.001 0.0 0.002 " " 0.001 0.2
0.34 0.538 0.05 " " 0.340625 0.542188 0.044 " " 0.001 0.004 0.006 " " 0.401 0.6
0.23 0.138 0.029 " " 0.229687 0.141406 0.027 " " 0.001 0.003 0.002 " " 0.301 0.2
0.361 0.477 0.029 " " 0.359375 0.476562 0.034 " " 0.002 0.0 0.005 " " 0.002 0.5
0.734 0.623 0.03 " " 0.735156 0.621094 0.026 " " 0.001 0.002 0.004 " " 0.201 0.4
0.065 0.634 0.025 " " 0.0664062 0.633594 0.028 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.141 0.259 0.063 " " 0.142969 0.2625 0.069 " " 0.002 0.003 0.006 " " 0.302 0.6
