x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.526 0.705 0.028 " " 0.524219 0.703906 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.539 0.104 0.051 " " 0.539844 0.107031 0.054 " " 0.001 0.003 0.003 " " 0.301 0.3
0.732 0.805 0.038 " " 0.732813 0.803906 0.036 " " 0.001 0.001 0.002 " " 0.101 0.2
0.869 0.605 0.035 " " 0.867188 0.60625 0.035 " " 0.002 0.002 0.0 " " 0.202 0.0
0.482 0.16 0.038 " " 0.48125 0.1625 0.037 " " 0.001 0.002 0.001 " " 0.201 0.1
0.852 0.481 0.032 " " 0.850781 0.482031 0.035 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.038 0.365 0.03 " " 0.0382813 0.365625 0.026 " " 0.0 0.001 0.004 " " 0.1 0.4
0.233 0.368 0.054 " " 0.232812 0.371875 0.061 " " 0.0 0.004 0.007 " " 0.4 0.7000000000000001
0.695 0.625 0.039 " " 0.692969 0.624219 0.039 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.807 0.68 0.031 " " 0.807031 0.682031 0.033 " " 0.0 0.002 0.002 " " 0.2 0.2
0.789 0.297 0.03 " " 0.788281 0.296094 0.03 " " 0.001 0.001 0.0 " " 0.101 0.0
0.859 0.255 0.025 " " 0.860156 0.255469 0.027 " " 0.001 0.0 0.002 " " 0.001 0.2
0.776 0.073 0.044 " " 0.775 0.0757812 0.039 " " 0.001 0.002 0.005 " " 0.201 0.5
0.654 0.484 0.051 " " 0.653906 0.482812 0.051 " " 0.0 0.002 0.0 " " 0.2 0.0
0.126 0.422 0.033 " " 0.128125 0.422656 0.028 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.934 0.223 0.036 " " 0.933594 0.221875 0.039 " " 0.0 0.001 0.003 " " 0.1 0.3
0.684 0.809 0.036 " " 0.684375 0.807031 0.036 " " 0.001 0.002 0.0 " " 0.201 0.0
0.527 0.258 0.055 " " 0.528906 0.258594 0.054 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.108 0.384 0.022 " " 0.107813 0.384375 0.022 " " 0.0 0.0 0.0 " " 0.0 0.0
0.912 0.436 0.042 " " 0.9125 0.435156 0.036 " " 0.001 0.001 0.006 " " 0.101 0.6
0.688 0.412 0.048 " " 0.685938 0.414062 0.048 " " 0.002 0.002 0.0 " " 0.202 0.0
0.128 0.848 0.032 " " 0.129688 0.847656 0.029 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.03 0.602 0.043 " " 0.03125 0.601562 0.045 " " 0.002 0.0 0.002 " " 0.002 0.2
0.424 0.652 0.031 " " 0.424219 0.650781 0.031 " " 0.0 0.002 0.0 " " 0.2 0.0
0.166 0.369 0.047 " " 0.166406 0.372656 0.044 " " 0.0 0.004 0.003 " " 0.4 0.3
0.146 0.305 0.035 " " 0.144531 0.307031 0.031 " " 0.002 0.002 0.004 " " 0.202 0.4
0.412 0.602 0.031 " " 0.413281 0.603125 0.031 " " 0.002 0.002 0.0 " " 0.202 0.0
0.697 0.212 0.042 " " 0.7 0.210938 0.047 " " 0.003 0.001 0.005 " " 0.10300000000000001 0.5
0.188 0.254 0.027 " " 0.189844 0.255469 0.026 " " 0.002 0.002 0.001 " " 0.202 0.1
0.934 0.494 0.034 " " 0.933594 0.494531 0.037 " " 0.0 0.001 0.003 " " 0.1 0.3
0.622 0.105 0.038 " " 0.622656 0.107813 0.036 " " 0.001 0.002 0.002 " " 0.201 0.2
0.577 0.365 0.044 " " 0.573438 0.364062 0.043 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.459 0.1 0.035 " " 0.458594 0.103906 0.033 " " 0.001 0.004 0.002 " " 0.401 0.2
0.023 0.255 0.027 " " 0.021875 0.255469 0.029 " " 0.001 0.001 0.002 " " 0.101 0.2
0.755 0.653 0.027 " " 0.755469 0.653125 0.026 " " 0.001 0.0 0.001 " " 0.001 0.1
0.58 0.82 0.038 " " 0.580469 0.817187 0.035 " " 0.0 0.003 0.003 " " 0.3 0.3
0.093 0.151 0.028 " " 0.0921875 0.153125 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.014 0.336 0.023 " " 0.015625 0.334375 0.024 " " 0.002 0.002 0.001 " " 0.202 0.1
0.18 0.605 0.03 " " 0.179688 0.607031 0.03 " " 0.001 0.002 0.0 " " 0.201 0.0
0.374 0.683 0.041 " " 0.373437 0.68125 0.036 " " 0.001 0.002 0.005 " " 0.201 0.5
0.072 0.449 0.035 " " 0.0742188 0.449219 0.037 " " 0.002 0.0 0.002 " " 0.002 0.2
0.093 0.5 0.03 " " 0.0929687 0.5 0.031 " " 0.0 0.0 0.001 " " 0.0 0.1
0.086 0.077 0.028 " " 0.0875 0.0789063 0.03 " " 0.002 0.002 0.002 " " 0.202 0.2
0.825 0.271 0.031 " " 0.827344 0.271875 0.026 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.403 0.023 0.028 " " 0.403906 0.021875 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.468 0.511 0.032 " " 0.46875 0.514844 0.033 " " 0.001 0.004 0.001 " " 0.401 0.1
0.263 0.571 0.03 " " 0.261719 0.569531 0.027 " " 0.002 0.002 0.003 " " 0.202 0.3
0.542 0.46 0.032 " " 0.542188 0.459375 0.033 " " 0.0 0.001 0.001 " " 0.1 0.1
0.592 0.684 0.052 " " 0.590625 0.689062 0.043 " " 0.002 0.005 0.009 " " 0.502 0.8999999999999999
0.97 0.605 0.036 " " 0.971094 0.604688 0.037 " " 0.001 0.001 0.001 " " 0.101 0.1
