x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.581 0.779 0.03 " " 0.58125 0.778125 0.033 " " 0.0 0.001 0.003 " " 0.1 0.3
0.255 0.473 0.028 " " 0.253906 0.472656 0.029 " " 0.002 0.0 0.001 " " 0.002 0.1
0.877 0.18 0.038 " " 0.876562 0.178906 0.04 " " 0.001 0.002 0.002 " " 0.201 0.2
0.239 0.52 0.039 " " 0.242188 0.517187 0.041 " " 0.003 0.002 0.002 " " 0.203 0.2
0.341 0.353 0.029 " " 0.340625 0.353906 0.027 " " 0.0 0.001 0.002 " " 0.1 0.2
0.637 0.526 0.036 " " 0.635156 0.528125 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.353 0.177 0.044 " " 0.354688 0.175781 0.046 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.781 0.073 0.031 " " 0.782812 0.071875 0.03 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.766 0.226 0.029 " " 0.766406 0.228125 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.87 0.03 0.038 " " 0.872656 0.028125 0.039 " " 0.002 0.002 0.001 " " 0.202 0.1
0.338 0.223 0.026 " " 0.3375 0.221875 0.024 " " 0.001 0.001 0.002 " " 0.101 0.2
0.277 0.215 0.028 " " 0.274219 0.217187 0.033 " " 0.002 0.002 0.005 " " 0.202 0.5
0.684 0.087 0.038 " " 0.683594 0.0859375 0.035 " " 0.001 0.002 0.003 " " 0.201 0.3
0.241 0.076 0.041 " " 0.241406 0.0789063 0.038 " " 0.001 0.003 0.003 " " 0.301 0.3
0.584 0.14 0.031 " " 0.592969 0.14375 0.041 " " 0.009 0.004 0.01 " " 0.40900000000000003 1.0
0.216 0.348 0.032 " " 0.214062 0.346875 0.029 " " 0.002 0.002 0.003 " " 0.202 0.3
0.142 0.134 0.027 " " 0.141406 0.134375 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.327 0.662 0.031 " " 0.326562 0.658594 0.027 " " 0.0 0.003 0.004 " " 0.3 0.4
0.342 0.125 0.039 " " 0.345313 0.125781 0.039 " " 0.003 0.001 0.0 " " 0.10300000000000001 0.0
0.841 0.595 0.052 " " 0.841406 0.600781 0.051 " " 0.001 0.005 0.001 " " 0.501 0.1
0.147 0.552 0.03 " " 0.146875 0.553906 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.891 0.559 0.03 " " 0.89375 0.560156 0.029 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.252 0.284 0.027 " " 0.250781 0.283594 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.753 0.423 0.037 " " 0.753125 0.425781 0.041 " " 0.0 0.003 0.004 " " 0.3 0.4
0.906 0.248 0.042 " " 0.904688 0.242969 0.039 " " 0.002 0.005 0.003 " " 0.502 0.3
0.098 0.216 0.04 " " 0.102344 0.215625 0.036 " " 0.004 0.001 0.004 " " 0.10400000000000001 0.4
0.6 0.463 0.043 " " 0.6 0.460156 0.036 " " 0.0 0.002 0.007 " " 0.2 0.7000000000000001
0.725 0.925 0.033 " " 2 2 2 " " 2 2 2 " " 202 200
0.173 0.209 0.026 " " 0.171094 0.207813 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.581 0.728 0.03 " " 0.58125 0.727344 0.028 " " 0.0 0.001 0.002 " " 0.1 0.2
0.02 0.208 0.029 " " 0.0203125 0.208594 0.032 " " 0.0 0.001 0.003 " " 0.1 0.3
0.802 0.624 0.039 " " 0.8 0.630469 0.04 " " 0.002 0.006 0.001 " " 0.602 0.1
0.198 0.547 0.028 " " 0.198437 0.547656 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.032 0.48 0.058 " " 0.0367187 0.475 0.058 " " 0.005 0.005 0.0 " " 0.505 0.0
0.169 0.605 0.058 " " 0.167969 0.60625 0.06 " " 0.001 0.001 0.002 " " 0.101 0.2
0.014 0.255 0.023 " " 0.0148437 0.257812 0.028 " " 0.001 0.003 0.005 " " 0.301 0.5
0.354 0.524 0.035 " " 0.353906 0.524219 0.033 " " 0.0 0.0 0.002 " " 0.0 0.2
0.62 0.241 0.026 " " 0.619531 0.24375 0.029 " " 0.0 0.002 0.003 " " 0.2 0.3
0.546 0.223 0.03 " " 0.54375 0.220313 0.027 " " 0.002 0.002 0.003 " " 0.202 0.3
0.166 0.103 0.031 " " 0.165625 0.103125 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.791 0.748 0.032 " " 0.792188 0.744531 0.033 " " 0.002 0.004 0.001 " " 0.402 0.1
0.288 0.341 0.042 " " 0.288281 0.339844 0.042 " " 0.0 0.001 0.0 " " 0.1 0.0
0.011 0.322 0.027 " " 0.0125 0.320312 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.227 0.631 0.028 " " 0.227344 0.632031 0.03 " " 0.0 0.001 0.002 " " 0.1 0.2
0.023 0.389 0.036 " " 0.0234375 0.3875 0.033 " " 0.001 0.002 0.003 " " 0.201 0.3
0.022 0.666 0.028 " " 0.0226563 0.666406 0.031 " " 0.001 0.0 0.003 " " 0.001 0.3
0.854 0.274 0.029 " " 0.854688 0.274219 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.672 0.922 0.032 " " 2 2 2 " " 2 2 2 " " 202 200
0.26 0.434 0.026 " " 0.258594 0.435156 0.023 " " 0.002 0.002 0.003 " " 0.202 0.3
0.98 0.115 0.026 " " 0.98125 0.117188 0.029 " " 0.001 0.002 0.003 " " 0.201 0.3
0.138 0.355 0.027 " " 0.138281 0.35625 0.025 " " 0.0 0.001 0.002 " " 0.1 0.2
0.373 0.635 0.045 " " 0.371875 0.63125 0.045 " " 0.001 0.004 0.0 " " 0.401 0.0
0.495 0.798 0.029 " " 0.496094 0.799219 0.032 " " 0.001 0.001 0.003 " " 0.101 0.3
0.463 0.463 0.029 " " 0.463281 0.465625 0.029 " " 0.001 0.002 0.0 " " 0.201 0.0
