x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.333 0.824 0.029 " " 0.333594 0.825781 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.38 0.82 0.039 " " 0.380469 0.81875 0.04 " " 0.001 0.002 0.001 " " 0.201 0.1
0.749 0.639 0.048 " " 0.751562 0.639844 0.049 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.257 0.102 0.024 " " 0.25625 0.102344 0.026 " " 0.001 0.0 0.002 " " 0.001 0.2
0.677 0.837 0.037 " " 0.678125 0.839844 0.034 " " 0.001 0.003 0.003 " " 0.301 0.3
0.186 0.671 0.032 " " 0.185937 0.671094 0.029 " " 0.0 0.0 0.003 " " 0.0 0.3
0.498 0.438 0.044 " " 0.496875 0.441406 0.043 " " 0.001 0.003 0.001 " " 0.301 0.1
0.572 0.634 0.031 " " 0.571875 0.635156 0.03 " " 0.0 0.002 0.001 " " 0.2 0.1
0.064 0.862 0.042 " " 0.0632813 0.857813 0.038 " " 0.001 0.004 0.004 " " 0.401 0.4
0.639 0.51 0.03 " " 0.638281 0.508594 0.031 " " 0.001 0.002 0.001 " " 0.201 0.1
0.356 0.683 0.046 " " 0.354688 0.680469 0.045 " " 0.002 0.002 0.001 " " 0.202 0.1
0.138 0.45 0.027 " " 0.139062 0.45 0.024 " " 0.001 0.0 0.003 " " 0.001 0.3
0.053 0.805 0.035 " " 0.0546875 0.807031 0.033 " " 0.002 0.002 0.002 " " 0.202 0.2
0.418 0.631 0.043 " " 0.420312 0.632031 0.044 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.595 0.193 0.03 " " 0.59375 0.194531 0.032 " " 0.001 0.002 0.002 " " 0.201 0.2
0.341 0.322 0.038 " " 0.341406 0.320312 0.034 " " 0.0 0.002 0.004 " " 0.2 0.4
0.543 0.157 0.039 " " 0.542969 0.157031 0.044 " " 0.0 0.0 0.005 " " 0.0 0.5
0.973 0.361 0.033 " " 0.972656 0.366406 0.04 " " 0.0 0.005 0.007 " " 0.5 0.7000000000000001
0.159 0.777 0.027 " " 0.158594 0.778906 0.03 " " 0.001 0.002 0.003 " " 0.201 0.3
0.193 0.802 0.042 " " 0.192969 0.801562 0.041 " " 0.0 0.0 0.001 " " 0.0 0.1
0.155 0.737 0.03 " " 0.153906 0.738281 0.029 " " 0.002 0.002 0.001 " " 0.202 0.1
0.859 0.501 0.028 " " 0.860937 0.501562 0.028 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.795 0.257 0.037 " " 0.796094 0.253125 0.037 " " 0.002 0.004 0.0 " " 0.402 0.0
0.317 0.28 0.03 " " 0.315625 0.278906 0.026 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
