x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.578 0.702 0.038 " " 0.578125 0.704687 0.035 " " 0.0 0.003 0.003 " " 0.3 0.3
0.667 0.131 0.033 " " 0.666406 0.129688 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.655 0.273 0.03 " " 0.653906 0.271875 0.03 " " 0.002 0.002 0.0 " " 0.202 0.0
0.234 0.709 0.028 " " 0.235156 0.710156 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.212 0.392 0.054 " " 0.210156 0.391406 0.064 " " 0.002 0.001 0.01 " " 0.10200000000000001 1.0
0.4 0.528 0.028 " " 0.4 0.529688 0.025 " " 0.0 0.002 0.003 " " 0.2 0.3
0.394 0.63 0.031 " " 0.391406 0.628906 0.03 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.657 0.455 0.028 " " 0.657031 0.458594 0.028 " " 0.0 0.004 0.0 " " 0.4 0.0
0.413 0.691 0.037 " " 0.414844 0.69375 0.037 " " 0.002 0.002 0.0 " " 0.202 0.0
0.583 0.282 0.032 " " 0.584375 0.282031 0.032 " " 0.002 0.0 0.0 " " 0.002 0.0
0.507 0.338 0.031 " " 0.507812 0.338281 0.032 " " 0.001 0.0 0.001 " " 0.001 0.1
0.046 0.345 0.043 " " 0.0453125 0.346094 0.044 " " 0.001 0.001 0.001 " " 0.101 0.1
0.777 0.628 0.031 " " 0.775781 0.628906 0.031 " " 0.001 0.001 0.0 " " 0.101 0.0
0.635 0.325 0.029 " " 0.634375 0.322656 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.717 0.482 0.033 " " 0.715625 0.482812 0.033 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.226 0.071 0.037 " " 0.225 0.071875 0.033 " " 0.001 0.001 0.004 " " 0.101 0.4
0.787 0.301 0.034 " " 0.7875 0.303906 0.037 " " 0.0 0.003 0.003 " " 0.3 0.3
0.583 0.552 0.031 " " 0.58125 0.554688 0.034 " " 0.002 0.003 0.003 " " 0.302 0.3
0.059 0.488 0.029 " " 0.0578125 0.489062 0.029 " " 0.001 0.001 0.0 " " 0.101 0.0
0.604 0.331 0.027 " " 0.603906 0.332031 0.025 " " 0.0 0.001 0.002 " " 0.1 0.2
0.615 0.857 0.04 " " 0.614844 0.857031 0.037 " " 0.0 0.0 0.003 " " 0.0 0.3
0.376 0.437 0.029 " " 0.375781 0.438281 0.025 " " 0.0 0.002 0.004 " " 0.2 0.4
0.689 0.209 0.024 " " 0.691406 0.203906 0.025 " " 0.003 0.005 0.001 " " 0.503 0.1
0.316 0.461 0.023 " " 0.321094 0.464063 0.025 " " 0.005 0.003 0.002 " " 0.305 0.2
0.28 0.649 0.028 " " 0.278906 0.650781 0.029 " " 0.001 0.002 0.001 " " 0.201 0.1
0.014 0.555 0.027 " " 0.015625 0.554688 0.026 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.336 0.088 0.036 " " 0.335156 0.0882813 0.033 " " 0.001 0.0 0.003 " " 0.001 0.3
0.714 0.877 0.033 " " 0.714844 0.877344 0.03 " " 0.001 0.001 0.003 " " 0.101 0.3
0.098 0.477 0.029 " " 0.0976562 0.476562 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.93 0.464 0.039 " " 0.93125 0.464063 0.036 " " 0.001 0.0 0.003 " " 0.001 0.3
0.272 0.713 0.034 " " 0.271094 0.714063 0.031 " " 0.001 0.001 0.003 " " 0.101 0.3
0.278 0.096 0.039 " " 0.278125 0.09375 0.038 " " 0.0 0.002 0.001 " " 0.2 0.1
0.795 0.13 0.03 " " 0.792188 0.128906 0.027 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.283 0.234 0.026 " " 0.284375 0.238281 0.024 " " 0.002 0.004 0.002 " " 0.402 0.2
0.838 0.858 0.042 " " 0.838281 0.857031 0.042 " " 0.0 0.001 0.0 " " 0.1 0.0
0.495 0.263 0.04 " " 0.49375 0.2625 0.037 " " 0.001 0.0 0.003 " " 0.001 0.3
0.932 0.089 0.033 " " 0.93125 0.0867188 0.033 " " 0.001 0.002 0.0 " " 0.201 0.0
0.723 0.682 0.042 " " 0.721875 0.680469 0.04 " " 0.002 0.002 0.002 " " 0.202 0.2
0.645 0.573 0.032 " " 0.646094 0.574219 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.849 0.797 0.033 " " 0.850781 0.794531 0.033 " " 0.002 0.002 0.0 " " 0.202 0.0
0.359 0.766 0.037 " " 0.358594 0.767187 0.034 " " 0.001 0.002 0.003 " " 0.201 0.3
0.088 0.516 0.024 " " 0.0882813 0.51875 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.13 0.49 0.025 " " 0.13125 0.489844 0.024 " " 0.002 0.0 0.001 " " 0.002 0.1
0.564 0.116 0.024 " " 0.564844 0.115625 0.024 " " 0.001 0.0 0.0 " " 0.001 0.0
0.03 0.613 0.022 " " 0.0304688 0.614844 0.022 " " 0.001 0.002 0.0 " " 0.201 0.0
0.754 0.539 0.038 " " 0.757031 0.542969 0.036 " " 0.003 0.004 0.002 " " 0.403 0.2
0.447 0.205 0.034 " " 0.447656 0.202344 0.03 " " 0.001 0.002 0.004 " " 0.201 0.4
0.354 0.535 0.029 " " 0.353906 0.5375 0.029 " " 0.0 0.002 0.0 " " 0.2 0.0
