x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.362 0.126 0.037 " " 0.364844 0.129688 0.035 " " 0.002 0.004 0.002 " " 0.402 0.2
0.064 0.673 0.031 " " 0.0648438 0.671875 0.033 " " 0.001 0.001 0.002 " " 0.101 0.2
0.636 0.746 0.031 " " 0.635938 0.748438 0.029 " " 0.0 0.002 0.002 " " 0.2 0.2
0.562 0.43 0.03 " " 0.5625 0.430469 0.03 " " 0.0 0.001 0.0 " " 0.1 0.0
0.195 0.298 0.036 " " 0.195312 0.298438 0.042 " " 0.0 0.0 0.006 " " 0.0 0.6
0.458 0.578 0.03 " " 0.457031 0.580469 0.029 " " 0.001 0.002 0.001 " " 0.201 0.1
0.667 0.328 0.038 " " 0.667188 0.328906 0.034 " " 0.0 0.001 0.004 " " 0.1 0.4
0.737 0.505 0.055 " " 0.7375 0.507812 0.051 " " 0.0 0.003 0.004 " " 0.3 0.4
0.196 0.502 0.032 " " 0.196094 0.500781 0.03 " " 0.0 0.001 0.002 " " 0.1 0.2
0.299 0.406 0.036 " " 0.3 0.407031 0.035 " " 0.001 0.001 0.001 " " 0.101 0.1
0.916 0.438 0.048 " " 0.916406 0.435937 0.046 " " 0.0 0.002 0.002 " " 0.2 0.2
0.491 0.622 0.037 " " 0.490625 0.617969 0.035 " " 0.001 0.004 0.002 " " 0.401 0.2
0.316 0.171 0.056 " " 0.315625 0.169531 0.061 " " 0.0 0.002 0.005 " " 0.2 0.5
0.151 0.324 0.028 " " 0.151562 0.325781 0.024 " " 0.001 0.002 0.004 " " 0.201 0.4
0.824 0.363 0.044 " " 0.821875 0.361719 0.038 " " 0.002 0.002 0.006 " " 0.202 0.6
0.152 0.084 0.029 " " 0.151562 0.084375 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.761 0.235 0.059 " " 0.760938 0.235156 0.058 " " 0.0 0.0 0.001 " " 0.0 0.1
0.264 0.705 0.028 " " 0.264844 0.709375 0.029 " " 0.001 0.004 0.001 " " 0.401 0.1
0.609 0.338 0.051 " " 0.607813 0.338281 0.052 " " 0.002 0.0 0.001 " " 0.002 0.1
0.64 0.487 0.031 " " 0.640625 0.490625 0.03 " " 0.001 0.003 0.001 " " 0.301 0.1
0.286 0.657 0.033 " " 0.285937 0.654688 0.031 " " 0.0 0.002 0.002 " " 0.2 0.2
0.663 0.272 0.038 " " 0.663281 0.271094 0.038 " " 0.0 0.001 0.0 " " 0.1 0.0
0.384 0.428 0.03 " " 0.386719 0.428906 0.029 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.565 0.627 0.037 " " 0.564062 0.626562 0.035 " " 0.001 0.001 0.002 " " 0.101 0.2
0.569 0.711 0.031 " " 0.571875 0.7125 0.028 " " 0.003 0.002 0.003 " " 0.203 0.3
0.195 0.673 0.037 " " 0.197656 0.672656 0.039 " " 0.002 0.0 0.002 " " 0.002 0.2
0.808 0.546 0.031 " " 0.808594 0.544531 0.037 " " 0.001 0.002 0.006 " " 0.201 0.6
0.666 0.176 0.031 " " 0.665625 0.177344 0.03 " " 0.0 0.002 0.001 " " 0.2 0.1
0.738 0.58 0.033 " " 0.734375 0.580469 0.032 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.305 0.457 0.028 " " 0.304688 0.459375 0.029 " " 0.001 0.002 0.001 " " 0.201 0.1
0.655 0.627 0.032 " " 0.654688 0.630469 0.032 " " 0.001 0.004 0.0 " " 0.401 0.0
0.468 0.184 0.03 " " 0.467969 0.185156 0.031 " " 0.0 0.002 0.001 " " 0.2 0.1
0.541 0.246 0.063 " " 0.535937 0.25 0.058 " " 0.005 0.004 0.005 " " 0.405 0.5
0.138 0.605 0.032 " " 0.139844 0.605469 0.035 " " 0.002 0.0 0.003 " " 0.002 0.3
0.323 0.54 0.028 " " 0.325 0.542188 0.03 " " 0.002 0.002 0.002 " " 0.202 0.2
0.747 0.782 0.031 " " 0.746875 0.782031 0.034 " " 0.0 0.0 0.003 " " 0.0 0.3
0.148 0.234 0.048 " " 0.145313 0.236719 0.041 " " 0.003 0.003 0.007 " " 0.303 0.7000000000000001
0.332 0.487 0.03 " " 0.333594 0.485938 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.515 0.648 0.025 " " 0.514844 0.646875 0.025 " " 0.0 0.001 0.0 " " 0.1 0.0
0.252 0.237 0.056 " " 0.251563 0.239063 0.057 " " 0.0 0.002 0.001 " " 0.2 0.1
0.273 0.521 0.027 " " 0.274219 0.525781 0.028 " " 0.002 0.005 0.001 " " 0.502 0.1
0.246 0.555 0.03 " " 0.245312 0.553906 0.028 " " 0.001 0.001 0.002 " " 0.101 0.2
