x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.734 0.503 0.037 " " 0.732031 0.503125 0.038 " " 0.002 0.0 0.001 " " 0.002 0.1
0.354 0.328 0.028 " " 0.350781 0.330469 0.03 " " 0.003 0.002 0.002 " " 0.203 0.2
0.609 0.701 0.026 " " 0.610156 0.702344 0.026 " " 0.001 0.002 0.0 " " 0.201 0.0
0.018 0.902 0.037 " " 0.0195312 0.903906 0.035 " " 0.002 0.002 0.002 " " 0.202 0.2
0.739 0.186 0.033 " " 0.739844 0.186719 0.033 " " 0.001 0.001 0.0 " " 0.101 0.0
0.042 0.146 0.04 " " 0.0390625 0.14375 0.041 " " 0.003 0.002 0.001 " " 0.203 0.1
0.409 0.309 0.038 " " 0.408594 0.307813 0.04 " " 0.0 0.001 0.002 " " 0.1 0.2
0.781 0.226 0.035 " " 0.785937 0.228906 0.036 " " 0.005 0.003 0.001 " " 0.305 0.1
0.507 0.156 0.042 " " 0.503906 0.157813 0.04 " " 0.003 0.002 0.002 " " 0.203 0.2
0.236 0.551 0.03 " " 0.238281 0.554688 0.036 " " 0.002 0.004 0.006 " " 0.402 0.6
0.118 0.166 0.037 " " 0.116406 0.164844 0.034 " " 0.002 0.002 0.003 " " 0.202 0.3
0.207 0.612 0.044 " " 0.205469 0.6125 0.043 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.279 0.236 0.026 " " 0.278906 0.2375 0.026 " " 0.0 0.002 0.0 " " 0.2 0.0
0.73 0.395 0.034 " " 0.728906 0.394531 0.035 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.113 0.33 0.04 " " 0.1125 0.329688 0.039 " " 0.0 0.001 0.001 " " 0.1 0.1
0.66 0.576 0.036 " " 0.6625 0.577344 0.032 " " 0.002 0.002 0.004 " " 0.202 0.4
0.087 0.505 0.032 " " 0.0851562 0.504687 0.032 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.54 0.478 0.039 " " 0.539062 0.476562 0.036 " " 0.001 0.002 0.003 " " 0.201 0.3
0.386 0.427 0.027 " " 0.386719 0.428125 0.029 " " 0.001 0.001 0.002 " " 0.101 0.2
0.209 0.81 0.038 " " 0.210156 0.808594 0.039 " " 0.001 0.002 0.001 " " 0.201 0.1
0.037 0.495 0.036 " " 0.0367187 0.49375 0.038 " " 0.0 0.001 0.002 " " 0.1 0.2
0.143 0.122 0.029 " " 0.144531 0.121094 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.702 0.299 0.039 " " 0.701563 0.296094 0.038 " " 0.0 0.003 0.001 " " 0.3 0.1
0.186 0.122 0.03 " " 0.185937 0.121875 0.028 " " 0.0 0.0 0.002 " " 0.0 0.2
0.248 0.356 0.053 " " 0.246875 0.35625 0.057 " " 0.002 0.0 0.004 " " 0.002 0.4
0.438 0.209 0.03 " " 0.440625 0.210156 0.033 " " 0.003 0.001 0.003 " " 0.10300000000000001 0.3
0.465 0.258 0.032 " " 0.466406 0.260156 0.027 " " 0.002 0.002 0.005 " " 0.202 0.5
0.9 0.645 0.035 " " 0.900781 0.648438 0.03 " " 0.001 0.003 0.005 " " 0.301 0.5
0.409 0.818 0.03 " " 0.409375 0.81875 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.458 0.914 0.029 " " 0.458594 0.914844 0.027 " " 0.001 0.001 0.002 " " 0.101 0.2
0.292 0.865 0.041 " " 0.2875 0.864062 0.038 " " 0.005 0.001 0.003 " " 0.10500000000000001 0.3
0.252 0.77 0.056 " " 0.252344 0.76875 0.059 " " 0.001 0.001 0.003 " " 0.101 0.3
0.347 0.284 0.034 " " 0.345313 0.286719 0.034 " " 0.002 0.002 0.0 " " 0.202 0.0
