x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.767 0.271 0.049 " " 0.767187 0.270312 0.05 " " 0.0 0.001 0.001 " " 0.1 0.1
0.659 0.875 0.037 " " 2 2 2 " " 2 2 2 " " 202 200
0.125 0.081 0.048 " " 0.122656 0.08125 0.042 " " 0.002 0.0 0.006 " " 0.002 0.6
0.132 0.185 0.032 " " 0.13125 0.188281 0.034 " " 0.001 0.003 0.002 " " 0.301 0.2
0.017 0.541 0.036 " " 0.0171875 0.538281 0.032 " " 0.0 0.003 0.004 " " 0.3 0.4
0.499 0.255 0.039 " " 0.5 0.253906 0.039 " " 0.001 0.001 0.0 " " 0.101 0.0
0.577 0.456 0.029 " " 0.577344 0.45625 0.031 " " 0.0 0.0 0.002 " " 0.0 0.2
0.206 0.436 0.027 " " 0.203125 0.439063 0.028 " " 0.003 0.003 0.001 " " 0.303 0.1
0.054 0.409 0.046 " " 0.0546875 0.403906 0.04 " " 0.001 0.005 0.006 " " 0.501 0.6
0.623 0.423 0.039 " " 0.621094 0.424219 0.04 " " 0.002 0.002 0.001 " " 0.202 0.1
0.784 0.72 0.033 " " 0.782812 0.720312 0.037 " " 0.001 0.0 0.004 " " 0.001 0.4
0.298 0.81 0.052 " " 0.3 0.808594 0.047 " " 0.002 0.002 0.005 " " 0.202 0.5
0.745 0.422 0.034 " " 0.746875 0.420312 0.035 " " 0.002 0.002 0.001 " " 0.202 0.1
0.592 0.589 0.028 " " 0.589844 0.588281 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.237 0.303 0.028 " " 0.238281 0.302344 0.026 " " 0.001 0.001 0.002 " " 0.101 0.2
0.341 0.523 0.037 " " 0.341406 0.521094 0.035 " " 0.001 0.002 0.002 " " 0.201 0.2
0.695 0.398 0.035 " " 0.692969 0.401563 0.035 " " 0.002 0.003 0.0 " " 0.302 0.0
0.056 0.237 0.026 " " 0.05625 0.238281 0.026 " " 0.0 0.002 0.0 " " 0.2 0.0
0.091 0.228 0.033 " " 0.0914062 0.228125 0.031 " " 0.0 0.0 0.002 " " 0.0 0.2
0.047 0.198 0.027 " " 0.0460938 0.197656 0.024 " " 0.001 0.0 0.003 " " 0.001 0.3
0.481 0.732 0.032 " " 0.48125 0.733594 0.032 " " 0.0 0.002 0.0 " " 0.2 0.0
0.114 0.656 0.036 " " 0.117188 0.660156 0.038 " " 0.003 0.004 0.002 " " 0.403 0.2
0.016 0.175 0.024 " " 0.015625 0.174219 0.025 " " 0.001 0.001 0.001 " " 0.101 0.1
0.149 0.135 0.036 " " 0.148438 0.135156 0.035 " " 0.001 0.0 0.001 " " 0.001 0.1
0.873 0.259 0.032 " " 0.875 0.258594 0.028 " " 0.002 0.0 0.004 " " 0.002 0.4
0.27 0.415 0.054 " " 0.267969 0.417188 0.05 " " 0.002 0.002 0.004 " " 0.202 0.4
0.035 0.466 0.029 " " 0.034375 0.46875 0.03 " " 0.001 0.003 0.001 " " 0.301 0.1
0.173 0.604 0.033 " " 0.172656 0.60625 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.547 0.323 0.038 " " 0.546875 0.321094 0.038 " " 0.0 0.002 0.0 " " 0.2 0.0
0.684 0.557 0.03 " " 0.682813 0.557813 0.028 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.287 0.232 0.043 " " 0.288281 0.228125 0.039 " " 0.002 0.004 0.004 " " 0.402 0.4
0.149 0.709 0.029 " " 0.151562 0.710156 0.029 " " 0.002 0.002 0.0 " " 0.202 0.0
0.018 0.231 0.03 " " 0.0179687 0.23125 0.03 " " 0.0 0.0 0.0 " " 0.0 0.0
0.282 0.483 0.029 " " 0.28125 0.484375 0.029 " " 0.001 0.002 0.0 " " 0.201 0.0
0.142 0.574 0.033 " " 0.140625 0.575 0.032 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.845 0.495 0.031 " " 0.844531 0.494531 0.03 " " 0.0 0.0 0.001 " " 0.0 0.1
0.423 0.438 0.034 " " 0.421094 0.440625 0.035 " " 0.002 0.003 0.001 " " 0.302 0.1
0.709 0.352 0.033 " " 0.710156 0.352344 0.031 " " 0.001 0.001 0.002 " " 0.101 0.2
0.059 0.637 0.046 " " 0.059375 0.634375 0.047 " " 0.001 0.003 0.001 " " 0.301 0.1
0.161 0.652 0.03 " " 0.160156 0.65 0.027 " " 0.001 0.002 0.003 " " 0.201 0.3
0.734 0.024 0.031 " " 0.736719 0.0179687 0.024 " " 0.002 0.006 0.007 " " 0.602 0.7000000000000001
0.452 0.605 0.027 " " 0.452344 0.605469 0.029 " " 0.0 0.001 0.002 " " 0.1 0.2
0.141 0.457 0.037 " " 0.142969 0.453906 0.036 " " 0.002 0.003 0.001 " " 0.302 0.1
0.541 0.411 0.035 " " 0.540625 0.410937 0.033 " " 0.001 0.0 0.002 " " 0.001 0.2
0.945 0.406 0.033 " " 0.942187 0.405469 0.032 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.558 0.673 0.033 " " 0.558594 0.671094 0.031 " " 0.001 0.002 0.002 " " 0.201 0.2
0.729 0.095 0.044 " " 0.727344 0.0992187 0.049 " " 0.002 0.005 0.005 " " 0.502 0.5
0.506 0.178 0.04 " " 0.510156 0.178906 0.039 " " 0.004 0.001 0.001 " " 0.10400000000000001 0.1
0.31 0.652 0.031 " " 0.310156 0.65 0.031 " " 0.0 0.002 0.0 " " 0.2 0.0
0.03 0.023 0.038 " " 2 2 2 " " 2 2 2 " " 202 200
0.454 0.85 0.032 " " 2 2 2 " " 2 2 2 " " 202 200
0.18 0.402 0.029 " " 0.178906 0.402344 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.417 0.483 0.027 " " 0.417969 0.482812 0.024 " " 0.001 0.0 0.003 " " 0.001 0.3
0.557 0.202 0.041 " " 0.553906 0.203125 0.038 " " 0.003 0.002 0.003 " " 0.203 0.3
0.249 0.646 0.041 " " 0.252344 0.648438 0.038 " " 0.003 0.002 0.003 " " 0.203 0.3
0.554 0.91 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.276 0.159 0.053 " " 0.274219 0.161719 0.049 " " 0.002 0.003 0.004 " " 0.302 0.4
0.189 0.489 0.027 " " 0.190625 0.490625 0.024 " " 0.002 0.002 0.003 " " 0.202 0.3
0.338 0.677 0.029 " " 0.339844 0.675 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.105 0.607 0.029 " " 0.107813 0.608594 0.026 " " 0.002 0.002 0.003 " " 0.202 0.3
0.597 0.134 0.029 " " 0.595312 0.133594 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.442 0.474 0.025 " " 0.444531 0.477344 0.025 " " 0.002 0.003 0.0 " " 0.302 0.0
0.72 0.674 0.032 " " 0.721875 0.672656 0.032 " " 0.002 0.002 0.0 " " 0.202 0.0
0.182 0.233 0.026 " " 0.182031 0.233594 0.029 " " 0.0 0.001 0.003 " " 0.1 0.3
0.223 0.484 0.032 " " 0.223438 0.485156 0.029 " " 0.0 0.002 0.003 " " 0.2 0.3
0.572 0.726 0.037 " " 0.567187 0.726562 0.037 " " 0.005 0.001 0.0 " " 0.10500000000000001 0.0
0.665 0.101 0.032 " " 0.667969 0.101562 0.031 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.812 0.674 0.041 " " 0.810938 0.667969 0.035 " " 0.002 0.006 0.006 " " 0.602 0.6
0.827 0.277 0.035 " " 0.825 0.278906 0.032 " " 0.002 0.002 0.003 " " 0.202 0.3
0.098 0.438 0.027 " " 0.096875 0.435937 0.024 " " 0.001 0.002 0.003 " " 0.201 0.3
0.424 0.22 0.031 " " 0.422656 0.221094 0.028 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.197 0.202 0.024 " " 0.19375 0.202344 0.026 " " 0.003 0.001 0.002 " " 0.10300000000000001 0.2
0.52 0.758 0.029 " " 0.51875 0.759375 0.029 " " 0.001 0.002 0.0 " " 0.201 0.0
0.238 0.266 0.022 " " 0.238281 0.264062 0.023 " " 0.0 0.002 0.001 " " 0.2 0.1
0.256 0.098 0.032 " " 0.25625 0.0984375 0.032 " " 0.0 0.0 0.0 " " 0.0 0.0
0.789 0.427 0.031 " " 0.786719 0.429688 0.03 " " 0.002 0.003 0.001 " " 0.302 0.1
0.585 0.891 0.026 " " 2 2 2 " " 2 2 2 " " 202 200
0.399 0.879 0.038 " " 2 2 2 " " 2 2 2 " " 202 200
0.282 0.751 0.022 " " 0.282031 0.752344 0.023 " " 0.0 0.002 0.001 " " 0.2 0.1
0.82 0.534 0.028 " " 0.821875 0.536719 0.034 " " 0.002 0.002 0.006 " " 0.202 0.6
0.621 0.357 0.03 " " 0.619531 0.35625 0.027 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.391 0.201 0.025 " " 0.391406 0.199219 0.023 " " 0.001 0.002 0.002 " " 0.201 0.2
0.556 0.265 0.047 " " 0.551562 0.266406 0.041 " " 0.005 0.002 0.006 " " 0.20500000000000002 0.6
0.013 0.614 0.028 " " 0.015625 0.614844 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.656 0.267 0.032 " " 0.658594 0.264844 0.032 " " 0.002 0.002 0.0 " " 0.202 0.0
0.4 0.083 0.03 " " 2 2 2 " " 2 2 2 " " 202 200
