x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.325 0.174 0.037 " " 0.324219 0.176563 0.04 " " 0.001 0.002 0.003 " " 0.201 0.3
0.655 0.799 0.038 " " 0.654688 0.799219 0.037 " " 0.0 0.0 0.001 " " 0.0 0.1
0.85 0.675 0.035 " " 0.85 0.678906 0.037 " " 0.0 0.004 0.002 " " 0.4 0.2
0.377 0.182 0.042 " " 0.375 0.185156 0.039 " " 0.002 0.003 0.003 " " 0.302 0.3
0.848 0.332 0.043 " " 0.851562 0.328125 0.037 " " 0.004 0.004 0.006 " " 0.404 0.6
0.066 0.123 0.036 " " 0.0664062 0.121094 0.038 " " 0.001 0.002 0.002 " " 0.201 0.2
0.69 0.279 0.036 " " 0.689062 0.280469 0.034 " " 0.001 0.002 0.002 " " 0.201 0.2
0.566 0.132 0.035 " " 0.566406 0.132812 0.038 " " 0.001 0.001 0.003 " " 0.101 0.3
0.811 0.263 0.049 " " 0.810156 0.2625 0.055 " " 0.001 0.0 0.006 " " 0.001 0.6
0.173 0.105 0.032 " " 0.173438 0.105469 0.034 " " 0.0 0.001 0.002 " " 0.1 0.2
0.325 0.302 0.029 " " 0.325781 0.302344 0.026 " " 0.001 0.001 0.003 " " 0.101 0.3
0.781 0.147 0.028 " " 0.78125 0.146094 0.028 " " 0.0 0.001 0.0 " " 0.1 0.0
0.667 0.594 0.037 " " 0.667188 0.596094 0.037 " " 0.0 0.002 0.0 " " 0.2 0.0
0.355 0.248 0.032 " " 0.353125 0.249219 0.03 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.93 0.666 0.032 " " 0.930469 0.666406 0.028 " " 0.001 0.0 0.004 " " 0.001 0.4
0.478 0.765 0.044 " " 0.478125 0.76875 0.045 " " 0.0 0.004 0.001 " " 0.4 0.1
0.227 0.623 0.036 " " 0.224219 0.624219 0.036 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.027 0.48 0.03 " " 0.0265625 0.48125 0.032 " " 0.001 0.001 0.002 " " 0.101 0.2
0.291 0.64 0.031 " " 0.290625 0.642969 0.031 " " 0.0 0.003 0.0 " " 0.3 0.0
0.27 0.072 0.045 " " 0.266406 0.0710938 0.039 " " 0.004 0.001 0.006 " " 0.10400000000000001 0.6
0.028 0.555 0.031 " " 0.0273438 0.55625 0.032 " " 0.001 0.001 0.001 " " 0.101 0.1
0.555 0.239 0.048 " " 0.55625 0.236719 0.046 " " 0.001 0.002 0.002 " " 0.201 0.2
0.46 0.422 0.037 " " 0.457031 0.417969 0.036 " " 0.003 0.004 0.001 " " 0.403 0.1
0.47 0.075 0.038 " " 0.467187 0.0726563 0.035 " " 0.003 0.002 0.003 " " 0.203 0.3
0.739 0.148 0.036 " " 0.739062 0.147656 0.036 " " 0.0 0.001 0.0 " " 0.1 0.0
0.286 0.548 0.026 " " 0.286719 0.546094 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.353 0.333 0.031 " " 0.353125 0.333594 0.03 " " 0.0 0.001 0.001 " " 0.1 0.1
0.187 0.306 0.026 " " 0.188281 0.304688 0.024 " " 0.002 0.002 0.002 " " 0.202 0.2
0.756 0.321 0.034 " " 0.752344 0.317969 0.031 " " 0.004 0.003 0.003 " " 0.304 0.3
0.178 0.46 0.024 " " 0.178125 0.458594 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.286 0.232 0.034 " " 0.283594 0.23125 0.036 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.08 0.189 0.049 " " 0.0796875 0.191406 0.048 " " 0.0 0.002 0.001 " " 0.2 0.1
0.29 0.791 0.031 " " 0.289062 0.792969 0.034 " " 0.001 0.002 0.003 " " 0.201 0.3
0.25 0.782 0.025 " " 0.252344 0.782812 0.026 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.474 0.595 0.033 " " 0.474219 0.59375 0.034 " " 0.0 0.002 0.001 " " 0.2 0.1
0.792 0.521 0.036 " " 0.792969 0.520312 0.037 " " 0.001 0.001 0.001 " " 0.101 0.1
0.36 0.557 0.031 " " 0.359375 0.559375 0.034 " " 0.001 0.002 0.003 " " 0.201 0.3
0.85 0.503 0.035 " " 0.848437 0.50625 0.034 " " 0.002 0.003 0.001 " " 0.302 0.1
0.357 0.627 0.023 " " 0.355469 0.627344 0.025 " " 0.002 0.0 0.002 " " 0.002 0.2
0.105 0.578 0.027 " " 0.108594 0.576563 0.026 " " 0.003 0.002 0.001 " " 0.203 0.1
