x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.551 0.3 0.041 " " 0.554688 0.302344 0.04 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.333 0.531 0.029 " " 0.333594 0.53125 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.26 0.775 0.037 " " 0.264062 0.778906 0.034 " " 0.004 0.004 0.003 " " 0.404 0.3
0.418 0.416 0.051 " " 0.416406 0.417969 0.051 " " 0.002 0.002 0.0 " " 0.202 0.0
0.105 0.582 0.031 " " 0.103906 0.584375 0.03 " " 0.001 0.002 0.001 " " 0.201 0.1
0.605 0.566 0.041 " " 0.60625 0.567187 0.04 " " 0.001 0.001 0.001 " " 0.101 0.1
0.81 0.259 0.027 " " 0.811719 0.258594 0.024 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.684 0.3 0.03 " " 0.682813 0.302344 0.032 " " 0.001 0.002 0.002 " " 0.201 0.2
0.259 0.704 0.03 " " 0.258594 0.703906 0.031 " " 0.001 0.0 0.001 " " 0.001 0.1
0.519 0.204 0.038 " " 0.519531 0.203906 0.044 " " 0.001 0.0 0.006 " " 0.001 0.6
0.353 0.331 0.034 " " 0.353125 0.33125 0.037 " " 0.0 0.0 0.003 " " 0.0 0.3
0.581 0.1 0.033 " " 0.584375 0.103906 0.035 " " 0.003 0.004 0.002 " " 0.403 0.2
0.842 0.535 0.041 " " 0.839063 0.535156 0.037 " " 0.003 0.0 0.004 " " 0.003 0.4
0.338 0.274 0.035 " " 0.339063 0.271875 0.038 " " 0.001 0.002 0.003 " " 0.201 0.3
0.164 0.337 0.033 " " 0.165625 0.332812 0.028 " " 0.002 0.004 0.005 " " 0.402 0.5
0.627 0.221 0.059 " " 0.628125 0.228125 0.062 " " 0.001 0.007 0.003 " " 0.7010000000000001 0.3
0.057 0.785 0.031 " " 0.059375 0.784375 0.033 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.159 0.645 0.029 " " 0.159375 0.644531 0.028 " " 0.001 0.0 0.001 " " 0.001 0.1
0.752 0.239 0.037 " " 0.751562 0.245312 0.037 " " 0.0 0.006 0.0 " " 0.6 0.0
0.295 0.724 0.038 " " 0.296094 0.725 0.04 " " 0.001 0.001 0.002 " " 0.101 0.2
0.217 0.709 0.039 " " 0.217969 0.705469 0.038 " " 0.001 0.004 0.001 " " 0.401 0.1
0.381 0.624 0.036 " " 0.379687 0.620313 0.035 " " 0.002 0.004 0.001 " " 0.402 0.1
0.112 0.202 0.062 " " 0.114063 0.209375 0.062 " " 0.002 0.007 0.0 " " 0.7020000000000001 0.0
0.798 0.492 0.033 " " 0.797656 0.49375 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.165 0.74 0.04 " " 0.167187 0.739062 0.039 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.215 0.33 0.031 " " 0.214844 0.330469 0.029 " " 0.0 0.001 0.002 " " 0.1 0.2
0.141 0.608 0.03 " " 0.141406 0.608594 0.032 " " 0.001 0.001 0.002 " " 0.101 0.2
0.764 0.183 0.033 " " 0.7625 0.182812 0.034 " " 0.002 0.0 0.001 " " 0.002 0.1
0.709 0.195 0.035 " " 0.708594 0.194531 0.037 " " 0.001 0.001 0.002 " " 0.101 0.2
0.851 0.237 0.035 " " 0.855469 0.239063 0.035 " " 0.005 0.002 0.0 " " 0.20500000000000002 0.0
0.682 0.241 0.034 " " 0.679688 0.241406 0.034 " " 0.002 0.0 0.0 " " 0.002 0.0
0.635 0.289 0.026 " " 0.636719 0.290625 0.029 " " 0.002 0.002 0.003 " " 0.202 0.3
