x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.738 0.63 0.032 " " 0.735937 0.630469 0.03 " " 0.002 0.0 0.002 " " 0.002 0.2
0.127 0.116 0.032 " " 0.125 0.119531 0.033 " " 0.002 0.003 0.001 " " 0.302 0.1
0.38 0.43 0.032 " " 0.378906 0.430469 0.035 " " 0.001 0.001 0.003 " " 0.101 0.3
0.33 0.395 0.032 " " 0.329688 0.396094 0.032 " " 0.001 0.002 0.0 " " 0.201 0.0
0.523 0.207 0.031 " " 0.523438 0.207813 0.031 " " 0.001 0.001 0.0 " " 0.101 0.0
0.411 0.84 0.027 " " 0.4125 0.839063 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.84 0.252 0.028 " " 0.840625 0.250781 0.029 " " 0.001 0.001 0.001 " " 0.101 0.1
0.561 0.547 0.034 " " 0.560938 0.546094 0.034 " " 0.0 0.001 0.0 " " 0.1 0.0
0.629 0.725 0.033 " " 0.628125 0.725 0.033 " " 0.001 0.0 0.0 " " 0.001 0.0
0.852 0.451 0.031 " " 0.852344 0.45 0.03 " " 0.0 0.001 0.001 " " 0.1 0.1
0.295 0.42 0.036 " " 0.292969 0.420312 0.036 " " 0.002 0.0 0.0 " " 0.002 0.0
0.07 0.534 0.053 " " 0.0710938 0.534375 0.051 " " 0.001 0.001 0.002 " " 0.101 0.2
0.673 0.463 0.051 " " 0.671094 0.461719 0.049 " " 0.002 0.002 0.002 " " 0.202 0.2
0.458 0.431 0.046 " " 0.457031 0.430469 0.044 " " 0.001 0.001 0.002 " " 0.101 0.2
0.358 0.702 0.028 " " 0.360156 0.703906 0.026 " " 0.002 0.002 0.002 " " 0.202 0.2
0.253 0.309 0.038 " " 0.251563 0.309375 0.038 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.861 0.539 0.031 " " 0.859375 0.541406 0.029 " " 0.002 0.002 0.002 " " 0.202 0.2
0.501 0.506 0.039 " " 0.504687 0.502344 0.037 " " 0.004 0.004 0.002 " " 0.404 0.2
0.618 0.384 0.035 " " 0.617969 0.380469 0.034 " " 0.0 0.003 0.001 " " 0.3 0.1
0.202 0.84 0.033 " " 0.200781 0.8375 0.032 " " 0.001 0.002 0.001 " " 0.201 0.1
0.948 0.406 0.032 " " 0.947656 0.40625 0.032 " " 0.001 0.0 0.0 " " 0.001 0.0
0.635 0.502 0.031 " " 0.635156 0.499219 0.029 " " 0.0 0.003 0.002 " " 0.3 0.2
0.658 0.309 0.027 " " 0.658594 0.309375 0.025 " " 0.001 0.001 0.002 " " 0.101 0.2
0.655 0.109 0.028 " " 0.65625 0.107813 0.024 " " 0.001 0.002 0.004 " " 0.201 0.4
0.191 0.679 0.024 " " 0.192188 0.678125 0.024 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.784 0.105 0.027 " " 0.783594 0.104687 0.028 " " 0.0 0.001 0.001 " " 0.1 0.1
0.853 0.3 0.032 " " 0.853906 0.300781 0.026 " " 0.001 0.001 0.006 " " 0.101 0.6
0.026 0.404 0.036 " " 0.0265625 0.405469 0.034 " " 0.001 0.002 0.002 " " 0.201 0.2
0.326 0.705 0.029 " " 0.326562 0.704687 0.03 " " 0.001 0.001 0.001 " " 0.101 0.1
0.455 0.312 0.04 " " 0.454688 0.307813 0.042 " " 0.0 0.005 0.002 " " 0.5 0.2
0.078 0.677 0.036 " " 0.078125 0.675 0.034 " " 0.0 0.002 0.002 " " 0.2 0.2
0.921 0.07 0.044 " " 0.919531 0.0695312 0.046 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.249 0.127 0.042 " " 0.248437 0.128125 0.04 " " 0.001 0.002 0.002 " " 0.201 0.2
0.844 0.397 0.032 " " 0.842969 0.394531 0.033 " " 0.001 0.002 0.001 " " 0.201 0.1
0.171 0.498 0.044 " " 0.171094 0.492969 0.042 " " 0.0 0.005 0.002 " " 0.5 0.2
0.018 0.524 0.03 " " 0.0195312 0.526563 0.032 " " 0.002 0.002 0.002 " " 0.202 0.2
0.22 0.763 0.038 " " 0.217187 0.764844 0.038 " " 0.003 0.002 0.0 " " 0.203 0.0
0.362 0.354 0.026 " " 0.3625 0.355469 0.025 " " 0.001 0.002 0.001 " " 0.201 0.1
0.258 0.186 0.029 " " 0.254687 0.186719 0.029 " " 0.003 0.001 0.0 " " 0.10300000000000001 0.0
0.062 0.114 0.028 " " 0.0640625 0.115625 0.028 " " 0.002 0.002 0.0 " " 0.202 0.0
0.886 0.497 0.035 " " 0.892187 0.499219 0.031 " " 0.006 0.002 0.004 " " 0.20600000000000002 0.4
0.697 0.082 0.046 " " 0.691406 0.0828125 0.043 " " 0.005 0.001 0.003 " " 0.10500000000000001 0.3
0.419 0.605 0.032 " " 0.417188 0.605469 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.426 0.797 0.033 " " 0.425781 0.796094 0.034 " " 0.0 0.001 0.001 " " 0.1 0.1
0.734 0.237 0.041 " " 0.730469 0.232812 0.036 " " 0.004 0.004 0.005 " " 0.404 0.5
0.248 0.246 0.038 " " 0.247656 0.245312 0.036 " " 0.001 0.001 0.002 " " 0.101 0.2
0.89 0.448 0.03 " " 0.890625 0.446875 0.034 " " 0.001 0.001 0.004 " " 0.101 0.4
0.456 0.211 0.051 " " 0.457812 0.210938 0.055 " " 0.002 0.0 0.004 " " 0.002 0.4
0.677 0.388 0.03 " " 0.679688 0.38125 0.027 " " 0.002 0.007 0.003 " " 0.7020000000000001 0.3
0.124 0.163 0.027 " " 0.124219 0.1625 0.026 " " 0.0 0.0 0.001 " " 0.0 0.1
0.793 0.716 0.027 " " 0.792969 0.716406 0.027 " " 0.0 0.0 0.0 " " 0.0 0.0
0.299 0.062 0.029 " " 0.301562 0.0632813 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.345 0.65 0.029 " " 0.346875 0.648438 0.029 " " 0.002 0.002 0.0 " " 0.202 0.0
0.187 0.396 0.028 " " 0.188281 0.397656 0.029 " " 0.002 0.002 0.001 " " 0.202 0.1
0.513 0.252 0.025 " " 0.516406 0.251563 0.028 " " 0.003 0.0 0.003 " " 0.003 0.3
0.025 0.284 0.025 " " 0.0265625 0.284375 0.028 " " 0.002 0.0 0.003 " " 0.002 0.3
0.871 0.403 0.03 " " 0.871094 0.405469 0.029 " " 0.0 0.002 0.001 " " 0.2 0.1
0.584 0.653 0.028 " " 0.583594 0.654688 0.028 " " 0.001 0.002 0.0 " " 0.201 0.0
0.412 0.294 0.026 " " 0.411719 0.292969 0.024 " " 0.0 0.001 0.002 " " 0.1 0.2
0.287 0.829 0.028 " " 0.285156 0.829687 0.03 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.57 0.266 0.032 " " 0.574219 0.267188 0.037 " " 0.004 0.002 0.005 " " 0.20400000000000001 0.5
0.402 0.641 0.025 " " 0.400781 0.642187 0.027 " " 0.002 0.002 0.002 " " 0.202 0.2
0.591 0.603 0.034 " " 0.590625 0.604688 0.032 " " 0.001 0.002 0.002 " " 0.201 0.2
0.448 0.722 0.038 " " 0.446094 0.720312 0.036 " " 0.002 0.002 0.002 " " 0.202 0.2
0.223 0.685 0.027 " " 0.224219 0.689062 0.024 " " 0.002 0.004 0.003 " " 0.402 0.3
0.637 0.83 0.032 " " 0.634375 0.828906 0.031 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
